267,3,'AUTO','Lerín INTIA',28,58, 334, 417
157,1,'MAN','Lerín MAN',28,60, 334, 417
158,1,'MAN','Lesaka',41,10, 334, 417
518,1,'AUTO','Lesaka (Astazelaieta) GN',40,10, 334, 417
159,1,'MAN','Lesaka-San Anton',38,8, 334, 417
161,1,'MAN','Lezáun',27,41, 334, 417
162,1,'MAN','Lodosa',22,63, 334, 417
163,1,'MAN','Los Arcos',17,54, 334, 417
424,6,'AUTO','Los Arcos MAPA',17,56, 334, 417
247,3,'AUTO','Lumbier INTIA',66,47, 334, 417
229,1,'MAN','Luzaide-Valcarlos',64,19, 334, 417
174,1,'MAN','Miranda',36,60, 334, 417
266,6,'AUTO','Miranda de Arga MAPA',37,57, 334, 417
175,1,'MAN','Monreal',53,45, 334, 417
176,1,'MAN','Monteagudo',44,93, 334, 417
456,1,'MAN','Mugiro',33,26, 334, 417
270,6,'AUTO','Murillo el Fruto MAPA',55,66, 334, 417
178,1,'MAN','Navascués',75,43, 334, 417
180,1,'MAN','Noáin MAN',46,41, 334, 417
183,1,'MAN','Olague',47,28, 334, 417
257,3,'AUTO','Olite INTIA',45,63, 334, 417
186,1,'MAN','Olite MAN',46,59, 334, 417
187,1,'MAN','Olóriz',50,48, 334, 417
190,1,'MAN','Oroz-Betelu',64,32, 334, 417
37,1,'AUTO','Oskotz GN',40,28, 334, 417
191,1,'MAN','Otazu',38,40, 334, 417
455,1,'AUTO','Pamplona GN',47,37, 334, 417
196,1,'MAN','Pamplona MAN',46,37, 334, 417
199,1,'MAN','Puente la Reina',36,47, 334, 417
271,6,'AUTO','San Adrián MAPA',32,67, 334, 417
265,6,'AUTO','San Martín de Unx MAPA',48,57, 334, 417
5,3,'AUTO','Sartaguda  INTIA',24,67, 334, 417
21,1,'AUTO','Sartaguda GN',24,67, 334, 417
211,1,'MAN','Sartaguda MAN',24,67, 334, 417
213,1,'MAN','Sesma MAN',22,60, 334, 417
423,6,'AUTO','Sesma MAPA',20,60, 334, 417
215,1,'MAN','Sunbilla',44,15, 334, 417
9,1,'AUTO','Tafalla GN',44,57, 334, 417
242,3,'AUTO','Traibuenas INTIA',48,67, 334, 417
29,1,'AUTO','Trinidad de Iturgoien GN',27,38, 334, 417
36,1,'AUTO','Tudela (Montes del Cierzo) GN',46,82, 334, 417
272,6,'AUTO','Tudela (Valdetellas) MAPA',51,86, 334, 417
219,1,'MAN','Tudela MAN',49,87, 334, 417
30,1,'AUTO','Ujué GN',54,57, 334, 417
250,1,'AUTO','Urbasa GN',17,36, 334, 417
226,1,'MAN','Urzainqui',84,36, 334, 417
231,1,'MAN','Viana',7,58, 334, 417
11,1,'AUTO','Villanueva de Yerri GN',29,43, 334, 417
10,1,'AUTO','Yesa GN',71,50, 334, 417
236,1,'MAN','Yesa MAN',71,50, 334, 417
237,1,'MAN','Zalba',56,36, 334, 417
238,1,'MAN','Zuazu',57,42, 334, 417
239,1,'MAN','Zubiri',53,30, 334, 417
240,1,'MAN','Zugarramurdi',50,7, 334, 417
