,station,year_season_ext,year_season,season,tav,tmax,tmin,rad,x,y
222,5,O.2011,1.2012,1,6.377777777777777,16.0,-4.2,78.82222222222222,578128,469040
223,5,O.2011,2.2011,2,16.638461538461538,34.4,1.5,236.4857142857143,578128,469040
224,5,O.2011,3.2011,3,21.752,37.7,10.1,259.72,578128,469040
225,5,O.2011,4.2011,4,11.36111111111111,35.1,0.1,108.80000000000001,578128,469040
226,5,O.2012,1.2012,1,10.204761904761906,26.5,-1.5,186.04285714285714,578128,469040
227,5,O.2012,1.2013,1,6.654545454545455,17.1,-3.7,72.96363636363637,578128,469040
228,5,O.2012,2.2012,2,14.016901408450705,33.3,0.4,226.89295774647886,578128,469040
229,5,O.2012,3.2012,3,20.119999999999997,33.2,8.4,223.51500000000001,578128,469040
230,5,O.2012,4.2012,4,11.469565217391304,33.3,-4.2,103.16195652173913,578128,469040
231,5,O.2013,1.2013,1,8.266666666666666,18.9,-0.9,141.74761904761903,578128,469040
232,5,O.2013,1.2014,1,5.04,15.3,-4.4,73.92999999999999,578128,469040
233,5,O.2013,2.2013,2,13.259340659340658,33.7,1.2,224.97582417582416,578128,469040
234,5,O.2013,3.2013,3,18.56,31.5,8.7,264.98333333333335,578128,469040
235,5,O.2013,4.2013,4,11.495698924731181,31.2,-5.3,107.90860215053763,578128,469040
236,5,O.2014,1.2014,1,10.638095238095238,25.0,-0.5,198.42857142857142,578128,469040
237,5,O.2014,1.2015,1,5.51,14.2,-2.4,77.0,578128,469040
238,5,O.2014,2.2014,2,15.505494505494505,33.4,-1.9,252.25164835164836,578128,469040
239,5,O.2014,3.2014,3,21.063333333333333,34.7,9.2,246.13666666666668,578128,469040
240,5,O.2014,4.2014,4,12.554347826086957,32.2,-1.2,107.73804347826086,578128,469040
241,5,O.2015,1.2015,1,10.195238095238095,24.4,0.5,157.8190476190476,578128,469040
242,5,O.2015,1.2016,1,6.07,14.2,-0.9,43.12,578128,469040
243,5,O.2015,2.2015,2,15.705494505494507,33.5,0.2,263.6461538461538,578128,469040
244,5,O.2015,3.2015,3,19.95,38.1,7.0,263.29,578128,469040
245,5,O.2015,4.2015,4,11.594565217391304,32.8,-2.4,116.74782608695651,578128,469040
246,5,O.2016,1.2016,1,7.171428571428571,17.3,-0.9,151.35238095238097,578128,469040
247,5,O.2016,1.2017,1,5.990909090909091,16.0,-1.0,63.75454545454545,578128,469040
248,5,O.2016,2.2016,2,14.397777777777778,33.7,-1.4,257.88444444444445,578128,469040
249,5,O.2016,3.2016,3,21.790000000000003,37.6,10.5,262.71,578128,469040
250,5,O.2016,4.2016,4,11.69247311827957,31.2,-0.5,118.55913978494624,578128,469040
251,5,O.2017,1.2017,1,11.438095238095238,28.2,0.8,193.70476190476188,578128,469040
252,5,O.2017,1.2018,1,6.0600000000000005,17.5,-2.1,80.92999999999999,578128,469040
253,5,O.2017,2.2017,2,16.26043956043956,37.4,0.0,287.8956043956044,578128,469040
254,5,O.2017,3.2017,3,18.303333333333335,37.6,5.0,302.9566666666667,578128,469040
255,5,O.2017,4.2017,4,11.525,36.6,-4.6,152.65652173913043,578128,469040
256,5,O.2018,1.2018,1,8.285714285714286,18.1,-1.4,173.35714285714286,578128,469040
257,5,O.2018,1.2019,1,6.709999999999999,17.5,-0.8,80.08,578128,469040
258,5,O.2018,2.2018,2,14.393406593406594,33.5,0.0,286.82307692307694,578128,469040
259,5,O.2018,3.2018,3,21.9,34.5,11.3,273.9166666666667,578128,469040
260,5,O.2018,4.2018,4,12.0,34.7,-1.5,112.8,578128,469040
261,5,O.2019,1.2019,1,9.804761904761905,22.9,-1.7,179.2095238095238,578128,469040
262,5,O.2019,1.2020,1,5.6899999999999995,17.1,-1.4,67.78999999999999,578128,469040
263,5,O.2019,2.2019,2,14.551648351648351,34.6,-1.0,282.3175824175824,578128,469040
264,5,O.2019,3.2019,3,21.65,41.9,7.4,256.56666666666666,578128,469040
265,5,O.2019,4.2019,4,12.110752688172042,29.4,-1.0,114.23440860215052,578128,469040
266,5,O.2022,1.2022,1,9.504761904761905,18.5,0.2,104.51904761904763,578128,469040
267,5,O.2022,1.2023,1,9.03,19.4,2.3,65.15,578128,469040
268,5,O.2022,2.2022,2,16.812087912087915,40.5,-0.5,247.24505494505493,578128,469040
269,5,O.2022,3.2022,3,20.83,34.6,8.8,233.25,578128,469040
270,5,O.2022,4.2022,4,12.78494623655914,31.7,-0.5,97.75053763440859,578128,469040
271,5,S.2000,3.2000,3,21.008333333333333,36.7,8.5,261.15833333333336,578128,469040
272,5,S.2001,3.2001,3,21.780327868852456,36.9,8.2,253.23606557377047,578128,469040
273,5,S.2002,3.2002,3,20.398360655737704,35.2,9.1,242.0016393442623,578128,469040
274,5,S.2003,3.2003,3,23.97213114754098,37.9,10.7,284.1344262295082,578128,469040
275,5,S.2004,3.2004,3,21.5327868852459,35.8,8.5,269.7770491803279,578128,469040
276,5,S.2005,3.2005,3,22.549180327868854,37.6,9.5,285.75409836065575,578128,469040
277,5,S.2006,3.2006,3,22.55593220338983,37.3,9.0,282.9525423728814,578128,469040
278,5,S.2007,3.2007,3,21.58032786885246,36.9,10.5,275.11147540983603,578128,469040
279,5,S.2008,3.2008,3,21.781967213114754,35.9,8.9,285.5180327868852,578128,469040
280,5,S.2009,3.2009,3,23.237704918032787,38.0,10.9,290.3049180327869,578128,469040
281,5,S.2010,3.2010,3,22.92295081967213,40.5,10.9,283.7918032786885,578128,469040
282,5,S.2011,3.2011,3,22.304918032786883,39.4,8.5,277.05245901639347,578128,469040
283,5,S.2012,3.2012,3,25.604347826086954,40.0,12.1,259.7217391304348,578128,469040
284,5,S.2013,3.2013,3,23.091803278688523,37.8,12.0,286.8508196721312,578128,469040
285,5,S.2014,3.2014,3,20.995081967213114,36.1,7.6,278.4704918032787,578128,469040
286,5,S.2015,3.2015,3,23.02950819672131,37.3,9.3,294.8688524590164,578128,469040
287,5,S.2016,3.2016,3,22.901639344262296,38.2,10.7,311.7016393442623,578128,469040
288,5,S.2017,3.2017,3,22.685245901639345,36.7,9.7,380.02295081967213,578128,469040
289,5,S.2018,3.2018,3,23.432786885245903,38.8,12.7,298.8262295081967,578128,469040
290,5,S.2019,3.2019,3,23.475409836065573,38.8,9.6,288.4524590163934,578128,469040
291,5,S.2022,3.2022,3,24.731147540983606,40.5,11.7,291.59672131147545,578128,469040
292,5,W.2000,1.2000,1,6.0728813559322035,20.2,-5.3,95.17118644067797,578128,469040
293,5,W.2001,1.2001,1,7.102499999999999,20.7,-1.2,101.8925,578128,469040
294,5,W.2002,1.2002,1,7.033898305084746,18.8,-4.2,79.6457627118644,578128,469040
295,5,W.2003,1.2003,1,5.56949152542373,17.6,-6.0,85.09152542372881,578128,469040
296,5,W.2004,1.2004,1,5.832203389830508,17.7,-2.9,80.52203389830508,578128,469040
297,5,W.2006,1.2006,1,5.345762711864406,20.2,-4.9,91.77966101694915,578128,469040
298,5,W.2007,1.2007,1,7.363793103448276,19.9,-5.2,94.10862068965517,578128,469040
299,5,W.2008,1.2008,1,7.040677966101694,20.4,-4.4,93.30677966101696,578128,469040
300,5,W.2009,1.2009,1,5.479661016949152,18.9,-4.0,97.77457627118643,578128,469040
301,5,W.2010,1.2010,1,5.7586956521739125,21.2,-5.1,87.65,578128,469040
302,5,W.2011,1.2011,1,6.588135593220339,21.5,-5.5,91.83220338983051,578128,469040
