tav;x;y
19.3;598488;468121
16.1;625250;471939
11.3;626224;478531
19;584109;470620
18.6;567066;471018
18.6;641305;472509
18.9;597859;470722
19.7;624532;469362
19.6;610025;469769
15.4;601356;475656
17.8;611311;474148
19.2;590566;469018
19.5;614036;470766
19.9;578056;469075
18.6;571898;470292
19;607987;470844
19.6;614022;469084
11;583180;474045
21.1;611286;466531
21.2;618360;465826
16.9;622324;470765
12.8;567323;474471
17.6;585907;473194
19.5;648317;471991
17.9;612354;465047
15.1;602626;472675
12.5;549596;471797
16.4;638211;471314
14.4;567783;472294
15;633296;473882
7.2;584480;475606
8.3;647945;472294
15.1;604152;474054
15;599221;471527
16.4;610873;467999
15.8;622213;468382
15.5;616960;467346
14.4;634261;465878
16;557918;470367
13.6;627997;473954
14;609344;479137
16.2;605801;467364
16.5;626471;469214
13.9;609659;472639
17.8;605724;465458
16.7;595908;466326
15.2;608898;477619
10;605628;473187
12.5;605260;476241
9.7;648225;474884
15.2;579684;472513
13.7;576760;475107
15.9;599356;469586
16.8;595879;465574
15.4;598488;468121
12.9;625250;471939
8.6;626224;478531
16.4;584109;470620
15.6;567066;471018
15.1;641305;472509
15.5;597859;470722
16;624532;469362
15.8;610025;469769
12.3;601356;475656
14.9;611311;474148
15.6;590566;469018
15.3;614036;470766
16.7;578056;469075
15.3;571898;470292
15.1;607987;470844
15.8;614022;469084
8;583180;474045
17.2;611286;466531
17.3;618360;465826
12.4;622324;470765
10.4;567323;474471
14.5;585907;473194
16.2;648317;471991
16.6;612354;465047
13.9;602626;472675
11.3;549596;471797
14.8;638211;471314
12.9;567783;472294
13.6;633296;473882
6.1;584480;475606
6.8;647945;472294
14.1;604152;474054
13.4;599221;471527
15.8;610873;467999
14.3;622213;468382
14.6;616960;467346
13.3;634261;465878
14.8;557918;470367
12.3;627997;473954
13.6;609344;479137
15.4;605801;467364
14.9;626471;469214
12.5;609659;472639
16.7;605724;465458
15.6;595908;466326
14.6;608898;477619
8.7;605628;473187
11.6;605260;476241
8.1;648225;474884
13.7;579684;472513
11.9;576760;475107
14.6;599356;469586
15.1;595879;465574
14.5;598488;468121
11.7;625250;471939
8;626224;478531
15.1;584109;470620
14.2;567066;471018
13.5;641305;472509
13.9;597859;470722
14.3;624532;469362
14.1;610025;469769
11.6;601356;475656
13.9;611311;474148
14.7;590566;469018
13.7;614036;470766
15.3;578056;469075
14;571898;470292
13.6;607987;470844
14.5;614022;469084
6.8;583180;474045
16.3;611286;466531
16.3;618360;465826
11.3;622324;470765
9.2;567323;474471
12.9;585907;473194
14.8;648317;471991
25.2;612354;465047
23.1;602626;472675
20.4;549596;471797
24.8;638211;471314
23;567783;472294
23;633296;473882
18.5;584480;475606
20.8;647945;472294
22.3;604152;474054
23.9;599221;471527
25.2;610873;467999
24.7;622213;468382
24.1;616960;467346
24.9;634261;465878
23.6;557918;470367
22.1;627997;473954
19.1;609344;479137
24.7;605801;467364
25.1;626471;469214
22.6;609659;472639
25.7;605724;465458
24.5;595908;466326
22;608898;477619
19.1;605628;473187
20.1;605260;476241
18.7;648225;474884
22.6;579684;472513
21.3;576760;475107
24.1;599356;469586
24.8;595879;465574
24;598488;468121
22.1;625250;471939
17.5;626224;478531
18.7;676691;475698
21;584109;470620
23.7;567066;471018
23.5;641305;472509
23.9;597859;470722
24.2;610025;469769
20.7;601356;475656
22.7;611311;474148
24;590566;469018
24;614036;470766
24.4;578056;469075
23.1;571898;470292
23.6;607987;470844
24.6;614022;469084
18.7;583180;474045
25.5;611286;466531
25.9;618360;465826
23.7;622324;470765
18;567323;474471
22;585907;473194
24.4;648317;471991
24.9;612354;465047
23;602626;472675
20.3;549596;471797
24.6;638211;471314
23;567783;472294
23.1;633296;473882
15.9;584480;475606
19.3;647945;472294
22.2;604152;474054
23.2;599221;471527
25.6;610873;467999
24.9;622213;468382
24.2;616960;467346
24.9;634261;465878
24.2;557918;470367
21.8;627997;473954
17.9;609344;479137
24.9;605801;467364
25.2;626471;469214
21.5;609659;472639
25.5;605724;465458
24.9;595908;466326
20;608898;477619
17.7;605628;473187
18.4;605260;476241
18.2;648225;474884
23;579684;472513
20;576760;475107
24.4;599356;469586
25.1;595879;465574
24.8;598488;468121
21.8;625250;471939
15.2;626224;478531
17.5;676691;475698
22.9;584109;470620
24.4;567066;471018
23.6;641305;472509
23.6;597859;470722
24.4;610025;469769
19.3;601356;475656
22.2;611311;474148
24.9;590566;469018
24.4;614036;470766
25.2;578056;469075
23.9;571898;470292
23.8;607987;470844
24.7;614022;469084
16.6;583180;474045
26.2;611286;466531
26.1;618360;465826
23.4;622324;470765
16.7;567323;474471
22.5;585907;473194
24.2;648317;471991
23.6;612354;465047
21.6;602626;472675
19.8;549596;471797
22.7;638211;471314
21.9;567783;472294
21.4;633296;473882
14.6;584480;475606
17.4;647945;472294
21.1;604152;474054
22.3;599221;471527
23.2;622213;468382
22.6;616960;467346
23.4;634261;465878
23;557918;470367
19.9;627997;473954
18.4;609344;479137
23.3;605801;467364
23.6;626471;469214
20.3;609659;472639
24.1;605724;465458
23.6;595908;466326
20.3;608898;477619
16.9;605628;473187
17.9;605260;476241
15.9;648225;474884
22;579684;472513
19.8;576760;475107
22.6;599356;469586
23.6;595879;465574
23.4;598488;468121
19.7;625250;471939
14.5;626224;478531
16.2;676691;475698
21.2;584109;470620
23.2;567066;471018
22;641305;472509
22.8;597859;470722
22.9;610025;469769
18.9;601356;475656
21.2;611311;474148
23.3;590566;469018
23.1;614036;470766
23.7;578056;469075
22.9;571898;470292
22.6;607987;470844
22.8;614022;469084
15.3;583180;474045
24.6;611286;466531
24.8;618360;465826
21.2;622324;470765
16.1;567323;474471
21;585907;473194
22.9;648317;471991
26.5;612354;465047
25.3;602626;472675
23.9;549596;471797
25.3;638211;471314
24.8;567783;472294
25.4;633296;473882
18.9;584480;475606
21.1;647945;472294
24.2;604152;474054
25.5;599221;471527
27.4;610873;467999
27.2;622213;468382
27.5;616960;467346
26.9;634261;465878
26.3;557918;470367
23.8;627997;473954
21.9;609344;479137
26.8;605801;467364
26.5;626471;469214
24.9;609659;472639
28;605724;465458
27.4;595908;466326
24.1;608898;477619
22.4;605628;473187
21.9;605260;476241
19.6;648225;474884
25.8;579684;472513
22.9;576760;475107
26.3;599356;469586
27.6;595879;465574
27.3;598488;468121
24;625250;471939
19.8;626224;478531
19.5;676691;475698
25;584109;470620
26.6;567066;471018
25.1;641305;472509
26.3;597859;470722
27.1;610025;469769
21.8;601356;475656
25.6;611311;474148
27.1;590566;469018
26.6;614036;470766
27.4;578056;469075
26.5;571898;470292
26.8;607987;470844
26.4;614022;469084
20;583180;474045
27.6;611286;466531
28.1;618360;465826
25.6;622324;470765
19.3;567323;474471
24.4;585907;473194
25.9;648317;471991
21.4;612354;465047
18;602626;472675
16.3;549596;471797
20.4;638211;471314
18.7;567783;472294
18.8;633296;473882
10.8;584480;475606
14.2;647945;472294
17.7;604152;474054
19.1;599221;471527
20.9;610873;467999
20.4;622213;468382
19.3;616960;467346
20.3;634261;465878
20;557918;470367
17.3;627997;473954
15.5;609344;479137
20.6;605801;467364
21;626471;469214
16.7;609659;472639
21.9;605724;465458
20.7;595908;466326
17.2;608898;477619
13.1;605628;473187
14.7;605260;476241
14.1;648225;474884
18.3;579684;472513
16;576760;475107
19.9;599356;469586
21;595879;465574
20;598488;468121
17.1;625250;471939
11.1;626224;478531
13.5;676691;475698
18.3;584109;470620
20.1;567066;471018
19.1;641305;472509
19.5;597859;470722
20.2;610025;469769
15.3;601356;475656
17.9;611311;474148
20;590566;469018
20.4;614036;470766
20.6;578056;469075
19.3;571898;470292
19.5;607987;470844
20.6;614022;469084
11.8;583180;474045
21.3;611286;466531
21.9;618360;465826
18.5;622324;470765
12.6;567323;474471
18;585907;473194
20.5;648317;471991
18.2;612354;465047
16.6;602626;472675
13.7;549596;471797
17.9;638211;471314
16.3;567783;472294
15.9;633296;473882
8.5;584480;475606
11.1;647945;472294
16.6;604152;474054
17.2;599221;471527
18.2;610873;467999
17.4;622213;468382
16.6;616960;467346
17.5;634261;465878
17.2;557918;470367
14.6;627997;473954
14.8;609344;479137
17.7;605801;467364
18;626471;469214
15.3;609659;472639
18.8;605724;465458
17.7;595908;466326
16.6;608898;477619
10.9;605628;473187
13.9;605260;476241
11.3;648225;474884
16.4;579684;472513
14.9;576760;475107
17.9;599356;469586
17.6;595879;465574
17.6;598488;468121
14.3;625250;471939
9.7;626224;478531
9.6;676691;475698
15.7;584109;470620
17.7;567066;471018
16.5;641305;472509
17.7;597859;470722
17.9;610025;469769
14.3;601356;475656
16.4;611311;474148
18;590566;469018
17.8;614036;470766
18.3;578056;469075
17.1;571898;470292
17.2;607987;470844
17.9;614022;469084
9.6;583180;474045
18.9;611286;466531
19.2;618360;465826
15.3;622324;470765
11.4;567323;474471
15.8;585907;473194
17.8;648317;471991
18.7;612354;465047
16.2;602626;472675
13.9;549596;471797
17.9;638211;471314
16.2;567783;472294
16.6;633296;473882
8.4;584480;475606
10.3;647945;472294
16.2;604152;474054
16.8;599221;471527
17.9;610873;467999
17.3;622213;468382
17.1;616960;467346
17;634261;465878
17.9;557918;470367
14.7;627997;473954
14.3;609344;479137
17.7;605801;467364
17.8;626471;469214
15;609659;472639
19;605724;465458
18.3;595908;466326
15.8;608898;477619
10.8;605628;473187
13.5;605260;476241
11;648225;474884
16.4;579684;472513
14.8;576760;475107
17.5;599356;469586
17.9;595879;465574
17.6;598488;468121
14.2;625250;471939
9.4;626224;478531
8.7;676691;475698
15.2;584109;470620
17.7;567066;471018
16.7;641305;472509
17.6;597859;470722
17.4;610025;469769
13.4;601356;475656
16.2;611311;474148
17.6;590566;469018
17.4;614036;470766
18.5;578056;469075
17.2;571898;470292
16.8;607987;470844
17.5;614022;469084
9.2;583180;474045
19;611286;466531
19.1;618360;465826
14.3;622324;470765
11.5;567323;474471
15.7;585907;473194
17.9;648317;471991
21.3;612354;465047
20;602626;472675
18.4;549596;471797
20.5;638211;471314
19.4;567783;472294
19.6;633296;473882
15.2;584480;475606
17.4;647945;472294
19.2;604152;474054
20.7;599221;471527
21.3;610873;467999
21.3;622213;468382
21;616960;467346
21.6;634261;465878
20.8;557918;470367
18.6;627997;473954
16.4;609344;479137
20.6;605801;467364
21.3;626471;469214
18.9;609659;472639
22.3;605724;465458
21.4;595908;466326
19;608898;477619
15.7;605628;473187
16.7;605260;476241
14.5;648225;474884
19.4;579684;472513
17.1;576760;475107
21;599356;469586
21.3;595879;465574
20.8;598488;468121
18.8;625250;471939
13.4;626224;478531
14.8;676691;475698
18.7;584109;470620
20.7;567066;471018
19.8;641305;472509
20.9;597859;470722
21.1;610025;469769
17.2;601356;475656
19.7;611311;474148
21.2;590566;469018
20.8;614036;470766
21.5;578056;469075
20.7;571898;470292
20.7;607987;470844
20.9;614022;469084
15.5;583180;474045
22.2;611286;466531
22.6;618360;465826
20.1;622324;470765
14.4;567323;474471
18.7;585907;473194
20.4;648317;471991
23.2;612354;465047
20.7;602626;472675
18.2;549596;471797
22.2;638211;471314
20.9;567783;472294
20.8;633296;473882
14.7;584480;475606
18.3;647945;472294
19.7;604152;474054
21.8;599221;471527
22.6;610873;467999
23.2;622213;468382
22.1;616960;467346
24.1;634261;465878
22.2;557918;470367
19.4;627997;473954
17.5;609344;479137
22.1;605801;467364
23;626471;469214
19.2;609659;472639
23.6;605724;465458
23;595908;466326
19.8;608898;477619
16.8;605628;473187
17.2;605260;476241
17.1;648225;474884
20.9;579684;472513
19;576760;475107
22.3;599356;469586
22.9;595879;465574
22.3;598488;468121
20;625250;471939
13.5;626224;478531
18.2;676691;475698
20.6;584109;470620
22.1;567066;471018
21.1;641305;472509
21.9;597859;470722
22.3;610025;469769
17.8;601356;475656
20.1;611311;474148
22.4;590566;469018
22.7;614036;470766
23;578056;469075
21.9;571898;470292
21.9;607987;470844
21.9;614022;469084
15.7;583180;474045
23.9;611286;466531
24.1;618360;465826
21.7;622324;470765
15.4;567323;474471
20.1;585907;473194
23.4;648317;471991
24.2;612354;465047
22.9;602626;472675
20.8;549596;471797
24.4;638211;471314
22.5;567783;472294
23.6;633296;473882
17.7;584480;475606
21.2;647945;472294
22.2;604152;474054
23.7;599221;471527
24.6;610873;467999
24.2;622213;468382
24.1;616960;467346
24.3;634261;465878
23.6;557918;470367
22.6;627997;473954
18.2;609344;479137
23.5;605801;467364
24.3;626471;469214
22.7;609659;472639
25;605724;465458
24.1;595908;466326
19.7;608898;477619
20.2;605628;473187
18.9;605260;476241
19;648225;474884
22.7;579684;472513
19.5;576760;475107
23.3;599356;469586
24;595879;465574
23.9;598488;468121
22.7;625250;471939
18.3;626224;478531
20.9;676691;475698
22.6;584109;470620
23.9;567066;471018
23.7;641305;472509
23.9;597859;470722
24.4;610025;469769
18.8;601356;475656
22.9;611311;474148
24;590566;469018
24.3;614036;470766
24.1;578056;469075
23.6;571898;470292
24.1;607987;470844
24.4;614022;469084
18.5;583180;474045
24.7;611286;466531
25.6;618360;465826
23.8;622324;470765
16.7;567323;474471
22.2;585907;473194
24.9;648317;471991
18.7;612354;465047
16.5;602626;472675
13.4;549596;471797
17.9;638211;471314
16.5;567783;472294
16.6;633296;473882
8;584480;475606
9.8;647945;472294
16;604152;474054
17.3;599221;471527
18.8;610873;467999
18.2;622213;468382
16.3;616960;467346
17.1;634261;465878
17.6;557918;470367
15.4;627997;473954
14.2;609344;479137
18.6;605801;467364
18.8;626471;469214
15;609659;472639
19.1;605724;465458
17.7;595908;466326
16.1;608898;477619
10.4;605628;473187
13.6;605260;476241
10.7;648225;474884
16.2;579684;472513
14.2;576760;475107
18.1;599356;469586
17.7;595879;465574
18;598488;468121
14.3;625250;471939
9.2;626224;478531
9.1;676691;475698
16.2;584109;470620
17.7;567066;471018
16.8;641305;472509
17.4;597859;470722
18.2;610025;469769
14;601356;475656
16;611311;474148
18.1;590566;469018
17.9;614036;470766
18.5;578056;469075
17;571898;470292
17.2;607987;470844
18.3;614022;469084
8.7;583180;474045
19.2;611286;466531
19.5;618360;465826
14.9;622324;470765
10.8;567323;474471
16.2;585907;473194
17.8;648317;471991
17;612354;465047
15;602626;472675
12.3;549596;471797
15.7;638211;471314
14.7;567783;472294
13.7;633296;473882
7;584480;475606
7.3;647945;472294
14.8;604152;474054
15.9;599221;471527
16.9;610873;467999
15.9;622213;468382
14.7;616960;467346
14.6;634261;465878
16.4;557918;470367
13.1;627997;473954
14.2;609344;479137
16.9;605801;467364
16.2;626471;469214
13.5;609659;472639
17.4;605724;465458
16.8;595908;466326
14.6;608898;477619
9.4;605628;473187
12;605260;476241
8.8;648225;474884
15.1;579684;472513
13.2;576760;475107
16.4;599356;469586
16.5;595879;465574
16.4;598488;468121
12.3;625250;471939
8.8;626224;478531
6.7;676691;475698
14.2;584109;470620
16.2;567066;471018
14.3;641305;472509
15.9;597859;470722
16.1;610025;469769
12.7;601356;475656
14.3;611311;474148
16.5;590566;469018
15.3;614036;470766
17;578056;469075
15.8;571898;470292
15.2;607987;470844
16.1;614022;469084
7.6;583180;474045
17.5;611286;466531
17.7;618360;465826
12.1;622324;470765
9.9;567323;474471
14.8;585907;473194
15.2;648317;471991
18.2;612354;465047
16;602626;472675
12.8;549596;471797
17.3;638211;471314
15.3;567783;472294
15.4;633296;473882
8;584480;475606
8.7;647945;472294
15.7;604152;474054
16.8;599221;471527
18.1;610873;467999
17.1;622213;468382
15.7;616960;467346
15.5;634261;465878
16.9;557918;470367
14.4;627997;473954
14.3;609344;479137
17.9;605801;467364
17.4;626471;469214
14.3;609659;472639
18.6;605724;465458
17.7;595908;466326
15.7;608898;477619
10.3;605628;473187
12.9;605260;476241
10.2;648225;474884
15.3;579684;472513
14.2;576760;475107
17.4;599356;469586
17.4;595879;465574
17.2;598488;468121
13.4;625250;471939
9.4;626224;478531
7.9;676691;475698
14.8;584109;470620
16.7;567066;471018
16.1;641305;472509
16.9;597859;470722
17;610025;469769
13.4;601356;475656
15.3;611311;474148
17.3;590566;469018
16.4;614036;470766
17.6;578056;469075
16.1;571898;470292
16.3;607987;470844
17.4;614022;469084
8.5;583180;474045
18.6;611286;466531
18.5;618360;465826
13.3;622324;470765
10.5;567323;474471
15.4;585907;473194
17;648317;471991
20.2;612354;465047
17.7;602626;472675
15;549596;471797
19.1;638211;471314
17.7;567783;472294
18.3;633296;473882
9.3;584480;475606
12.4;647945;472294
17.6;604152;474054
18.8;599221;471527
20;610873;467999
19.1;622213;468382
18;616960;467346
18.5;634261;465878
19;557918;470367
17;627997;473954
15.8;609344;479137
19.7;605801;467364
19.3;626471;469214
16.4;609659;472639
20.6;605724;465458
20.6;595908;466326
17.7;608898;477619
12.1;605628;473187
14.5;605260;476241
12.2;648225;474884
17.6;579684;472513
15.7;576760;475107
19.3;599356;469586
19.8;595879;465574
19.1;598488;468121
16.2;625250;471939
10.5;626224;478531
10.4;676691;475698
17.3;584109;470620
19.1;567066;471018
17.7;641305;472509
18.6;597859;470722
19.1;610025;469769
15.4;601356;475656
17.7;611311;474148
19.5;590566;469018
19;614036;470766
20.1;578056;469075
18.6;571898;470292
18.2;607987;470844
19.3;614022;469084
10.3;583180;474045
20.6;611286;466531
20.5;618360;465826
16.8;622324;470765
11.7;567323;474471
17.9;585907;473194
18.7;648317;471991
21.2;612354;465047
19.3;602626;472675
16.3;549596;471797
20.5;638211;471314
18.6;567783;472294
19.8;633296;473882
10.7;584480;475606
14.6;647945;472294
19.2;604152;474054
19.8;599221;471527
20.9;610873;467999
20.2;622213;468382
19;616960;467346
19.3;634261;465878
19.9;557918;470367
18.6;627997;473954
17.2;609344;479137
20.3;605801;467364
20.5;626471;469214
18;609659;472639
21.7;605724;465458
21.3;595908;466326
19.2;608898;477619
13.7;605628;473187
16.1;605260;476241
13.3;648225;474884
18.9;579684;472513
17.6;576760;475107
20.1;599356;469586
20.2;595879;465574
20;598488;468121
17.8;625250;471939
12.3;626224;478531
12.8;676691;475698
18.4;584109;470620
19.4;567066;471018
19.1;641305;472509
19.8;597859;470722
20.3;610025;469769
17.2;601356;475656
19.3;611311;474148
20.1;590566;469018
20.2;614036;470766
20.7;578056;469075
19.2;571898;470292
19.5;607987;470844
20.3;614022;469084
12.1;583180;474045
21.5;611286;466531
21.4;618360;465826
18.5;622324;470765
13.6;567323;474471
18.6;585907;473194
19.8;648317;471991
23.8;612354;465047
22.2;602626;472675
19.6;549596;471797
22.7;638211;471314
22.1;567783;472294
22.5;633296;473882
14.2;584480;475606
18.2;647945;472294
22.1;604152;474054
22.8;599221;471527
23.8;610873;467999
22.7;622213;468382
21.7;616960;467346
22.1;634261;465878
22.6;557918;470367
21.5;627997;473954
18.8;609344;479137
22.9;605801;467364
22.7;626471;469214
20.8;609659;472639
24.4;605724;465458
23.8;595908;466326
20.7;608898;477619
16.5;605628;473187
18.7;605260;476241
16.6;648225;474884
22.2;579684;472513
20;576760;475107
22.9;599356;469586
23.6;595879;465574
22.8;598488;468121
20.9;625250;471939
15.3;626224;478531
15;676691;475698
21.9;584109;470620
23.1;567066;471018
21.9;641305;472509
22.4;597859;470722
23.1;610025;469769
19.4;601356;475656
22.1;611311;474148
23.2;590566;469018
22.6;614036;470766
23.7;578056;469075
22.4;571898;470292
22.6;607987;470844
22.6;614022;469084
16.1;583180;474045
24.3;611286;466531
24.1;618360;465826
21.8;622324;470765
16.8;567323;474471
22.4;585907;473194
23.1;648317;471991
24.7;612354;465047
22.5;602626;472675
19.8;549596;471797
23.4;638211;471314
22.6;567783;472294
23.1;633296;473882
14.7;584480;475606
17.6;647945;472294
23.5;599221;471527
24.4;610873;467999
23.4;622213;468382
22.3;616960;467346
22.5;634261;465878
23.8;557918;470367
21.9;627997;473954
18.9;609344;479137
23.8;605801;467364
24.1;626471;469214
20.9;609659;472639
25.4;605724;465458
24.9;595908;466326
20.8;608898;477619
16.8;605628;473187
19.3;605260;476241
15.7;648225;474884
23.1;579684;472513
20.7;576760;475107
23.5;599356;469586
24.5;595879;465574
23.6;598488;468121
20.6;625250;471939
15.5;626224;478531
15.1;676691;475698
23.2;584109;470620
24;567066;471018
22.4;641305;472509
23.2;597859;470722
23.5;610025;469769
19.9;601356;475656
22.1;611311;474148
24.4;590566;469018
23.3;614036;470766
24.7;578056;469075
23.2;571898;470292
22.8;607987;470844
23.1;614022;469084
15.9;583180;474045
25;611286;466531
24.9;618360;465826
21.2;622324;470765
17.4;567323;474471
23.3;585907;473194
23.3;648317;471991
25.8;612354;465047
24.5;602626;472675
21.7;549596;471797
24.4;638211;471314
24.4;567783;472294
24;633296;473882
16.5;584480;475606
22;647945;472294
24.1;604152;474054
24.8;599221;471527
26.3;610873;467999
24.9;622213;468382
24.6;616960;467346
25.1;634261;465878
25.3;557918;470367
22.7;627997;473954
20;609344;479137
25.4;605801;467364
24.6;626471;469214
23;609659;472639
26.8;605724;465458
26.4;595908;466326
22;608898;477619
19;605628;473187
20.7;605260;476241
16.6;648225;474884
24.4;579684;472513
21.5;576760;475107
25.3;599356;469586
26;595879;465574
25.2;598488;468121
23.1;625250;471939
17.6;626224;478531
18.4;676691;475698
24.4;584109;470620
25.4;567066;471018
23.8;641305;472509
24.6;597859;470722
25.3;610025;469769
21.5;601356;475656
24;611311;474148
25.7;590566;469018
24.5;614036;470766
26.3;578056;469075
25;571898;470292
24.9;607987;470844
24.7;614022;469084
17.7;583180;474045
27.2;611286;466531
26.7;618360;465826
24.8;622324;470765
19;567323;474471
24;585907;473194
24.6;648317;471991
25.7;612354;465047
24.9;602626;472675
23.7;549596;471797
25.1;638211;471314
24.1;567783;472294
25.1;633296;473882
20.8;584480;475606
22.4;647945;472294
24.5;604152;474054
25.6;599221;471527
26.3;610873;467999
26.7;622213;468382
26.5;616960;467346
27.2;634261;465878
25.8;557918;470367
23.9;627997;473954
20.3;609344;479137
24.9;605801;467364
26.5;626471;469214
24.4;609659;472639
26.7;605724;465458
25.8;595908;466326
22.5;608898;477619
22.1;605628;473187
21.1;605260;476241
20.1;648225;474884
25.1;579684;472513
21.3;576760;475107
25.1;599356;469586
25.9;595879;465574
25.6;598488;468121
24.4;625250;471939
19.1;626224;478531
20.3;676691;475698
24.7;584109;470620
26;567066;471018
24.9;641305;472509
25.3;597859;470722
26.2;610025;469769
21.3;601356;475656
24.8;611311;474148
25.7;590566;469018
26.6;614036;470766
25.8;578056;469075
25.7;571898;470292
26.3;607987;470844
25.4;614022;469084
20.9;583180;474045
27.5;611286;466531
27.6;618360;465826
25.8;622324;470765
18.5;567323;474471
24.2;585907;473194
26;648317;471991
26.5;612354;465047
26.3;602626;472675
25.3;549596;471797
26.6;638211;471314
26;567783;472294
26.4;633296;473882
22;584480;475606
23.8;647945;472294
25.2;604152;474054
27.4;599221;471527
28.4;610873;467999
29;622213;468382
28.2;616960;467346
28.6;634261;465878
27.1;557918;470367
25.1;627997;473954
20.1;609344;479137
26.6;605801;467364
28.4;626471;469214
25.8;609659;472639
27.5;605724;465458
27.2;595908;466326
23.2;608898;477619
23.5;605628;473187
22.4;605260;476241
20;648225;474884
26.7;579684;472513
23.7;576760;475107
26.4;599356;469586
27.5;595879;465574
27.7;598488;468121
25.6;625250;471939
19;626224;478531
20.9;676691;475698
25.7;584109;470620
27.5;567066;471018
26.4;641305;472509
26.6;597859;470722
28.2;610025;469769
23.5;601356;475656
26.2;611311;474148
27.9;590566;469018
28.4;614036;470766
27.3;578056;469075
27.4;571898;470292
28;607987;470844
27.3;614022;469084
22.2;583180;474045
27.9;611286;466531
29.3;618360;465826
27.1;622324;470765
20.4;567323;474471
26.2;585907;473194
27.9;648317;471991
28.4;612354;465047
26.9;602626;472675
26.6;549596;471797
28.5;638211;471314
27.6;567783;472294
28.4;633296;473882
23.1;584480;475606
25.6;647945;472294
26.7;604152;474054
28.7;599221;471527
30.9;610873;467999
30.6;622213;468382
29.7;616960;467346
30.1;634261;465878
28.8;557918;470367
26.8;627997;473954
20.1;609344;479137
28.7;605801;467364
29.6;626471;469214
27.5;609659;472639
29.7;605724;465458
28.5;595908;466326
23.3;608898;477619
25.7;605628;473187
23.8;605260;476241
24.7;648225;474884
28.5;579684;472513
25.4;576760;475107
27.8;599356;469586
29.5;595879;465574
29.7;598488;468121
27.8;625250;471939
22.1;626224;478531
24.4;676691;475698
27.4;584109;470620
29.5;567066;471018
28.4;641305;472509
28.4;597859;470722
30.1;610025;469769
24.2;601356;475656
27.5;611311;474148
30.5;590566;469018
29.7;614036;470766
29.2;578056;469075
29.3;571898;470292
29.5;607987;470844
30.1;614022;469084
24.2;583180;474045
29;611286;466531
31.1;618360;465826
28.9;622324;470765
21.8;567323;474471
27.3;585907;473194
29.7;648317;471991
25.6;612354;465047
22.7;602626;472675
21.8;549596;471797
25.1;638211;471314
23.1;567783;472294
24.4;633296;473882
17.4;584480;475606
21.4;647945;472294
22.4;604152;474054
24.1;599221;471527
27.4;610873;467999
27.6;622213;468382
25.9;616960;467346
27;634261;465878
24.5;557918;470367
23.2;627997;473954
18;609344;479137
25.2;605801;467364
27.4;626471;469214
23;609659;472639
26.2;605724;465458
25.1;595908;466326
20.6;608898;477619
20.8;605628;473187
19.7;605260;476241
22.1;648225;474884
23.7;579684;472513
21.3;576760;475107
24;599356;469586
26.2;595879;465574
25.8;598488;468121
23.8;625250;471939
17.5;626224;478531
21.3;676691;475698
23.1;584109;470620
25;567066;471018
24.2;597859;470722
26.6;610025;469769
20.3;601356;475656
23.1;611311;474148
25.9;590566;469018
26.2;614036;470766
25.8;578056;469075
24.7;571898;470292
25.2;607987;470844
27.1;614022;469084
18.4;583180;474045
26.2;611286;466531
27.5;618360;465826
25.4;622324;470765
17.3;567323;474471
23.1;585907;473194
27.1;648317;471991
22.3;612354;465047
20.4;602626;472675
17.5;549596;471797
22.2;638211;471314
20.1;567783;472294
20.3;633296;473882
11.9;584480;475606
15.9;647945;472294
19.7;604152;474054
20.7;599221;471527
22.6;610873;467999
21.7;622213;468382
20.8;616960;467346
21.1;634261;465878
21.4;557918;470367
19.1;627997;473954
17.6;609344;479137
21.9;605801;467364
22;626471;469214
19;609659;472639
23;605724;465458
22.7;595908;466326
19.6;608898;477619
14.8;605628;473187
16.5;605260;476241
14.6;648225;474884
20.4;579684;472513
17.5;576760;475107
21.7;599356;469586
22.1;595879;465574
21.6;598488;468121
18.7;625250;471939
12.8;626224;478531
13.7;676691;475698
19.7;584109;470620
21.4;567066;471018
20.9;597859;470722
21.6;610025;469769
16.3;601356;475656
19.8;611311;474148
21.7;590566;469018
21.7;614036;470766
22.3;578056;469075
20.8;571898;470292
20.8;607987;470844
21.6;614022;469084
13.1;583180;474045
23.2;611286;466531
23.2;618360;465826
19.5;622324;470765
14.8;567323;474471
19.4;585907;473194
21.9;648317;471991
21.1;612354;465047
19.2;602626;472675
16.9;549596;471797
20.7;638211;471314
18.6;567783;472294
19.5;633296;473882
11.1;584480;475606
13.3;647945;472294
19.1;604152;474054
19.5;599221;471527
21;610873;467999
20.4;622213;468382
19.4;616960;467346
19.9;634261;465878
20.6;557918;470367
17.9;627997;473954
17.6;609344;479137
20.3;605801;467364
20.8;626471;469214
18.2;609659;472639
21.7;605724;465458
21.1;595908;466326
19.2;608898;477619
14;605628;473187
16.4;605260;476241
12.9;648225;474884
19.3;579684;472513
18;576760;475107
20.1;599356;469586
20.2;595879;465574
20;598488;468121
17.6;625250;471939
12.1;626224;478531
12;676691;475698
18;584109;470620
19.9;567066;471018
19.9;597859;470722
20.4;610025;469769
16.5;601356;475656
19.2;611311;474148
20.3;590566;469018
20.5;614036;470766
21.2;578056;469075
19.8;571898;470292
19.9;607987;470844
20.5;614022;469084
12.3;583180;474045
21.8;611286;466531
21.8;618360;465826
18.1;622324;470765
14;567323;474471
18.1;585907;473194
20.5;648317;471991
21.7;612354;465047
