tav;x;y
20.4;614036;470766
21.5;578128;469040
19.6;571898;470292
20.6;614022;469084
12.5;583180;474045
21.5;611286;466531
22;618360;465826
18.5;622324;470765
13.7;567323;474471
19.2;585907;473194
20;648317;471991
21.4;612354;465047
20.3;602626;472675
18.2;549596;471797
21.3;638211;471314
19.5;567783;472294
21.2;633296;473882
13.3;584480;475606
15.9;647945;472294
19.9;604152;474054
20.6;599221;471527
21.1;610873;467999
21.4;622213;468382
21.7;616960;467346
20.5;634261;465878
20.6;557918;470367
20.1;627997;473954
20.6;605801;467364
21.7;626471;469214
19.4;609659;472639
21.5;605724;465458
21.2;595908;466326
18.9;608898;477619
16.1;605628;473187
15.9;648225;474884
20.5;579684;472513
16;576760;475107
21.7;599356;469586
20.7;595879;465574
20.4;598488;468121
19.6;625250;471939
13.8;626224;478531
19.3;567066;471018
20.4;641305;472509
21;597859;470722
21.2;624532;469362
21.7;610025;469769
16.7;601356;475656
21.6;614036;470766
21.3;578128;469040
20.3;571898;470292
20.8;614022;469084
14.8;583180;474045
21.3;611286;466531
21.7;618360;465826
20.2;622324;470765
15;567323;474471
19.6;585907;473194
21.1;648317;471991
24.7;612354;465047
23.2;602626;472675
23.5;549596;471797
23.4;638211;471314
21.8;567783;472294
24.5;633296;473882
19.2;584480;475606
20.3;647945;472294
23.1;604152;474054
24.5;599221;471527
25.1;610873;467999
26;622213;468382
26.4;616960;467346
25.4;634261;465878
24.1;557918;470367
23.9;627997;473954
23;605801;467364
25.1;626471;469214
24.5;609659;472639
24.6;605724;465458
25.8;595908;466326
23.3;608898;477619
22.2;605628;473187
20.7;648225;474884
24.4;579684;472513
21.7;576760;475107
24.6;599356;469586
25.6;595879;465574
24.6;598488;468121
23.6;625250;471939
21.3;626224;478531
23.2;567066;471018
23.6;641305;472509
24.8;624532;469362
25.8;610025;469769
20.8;601356;475656
25.6;614036;470766
23.8;578128;469040
24.9;571898;470292
24;614022;469084
20.2;583180;474045
24.4;611286;466531
24.6;618360;465826
24.4;622324;470765
18.5;567323;474471
23.5;585907;473194
25;648317;471991
25.7;612354;465047
22.3;602626;472675
22.1;549596;471797
23.1;638211;471314
21.4;567783;472294
23.9;633296;473882
16.4;584480;475606
19.1;647945;472294
22.5;604152;474054
24.3;599221;471527
25.8;610873;467999
25.6;622213;468382
25.6;616960;467346
25.4;634261;465878
23.7;557918;470367
23.3;627997;473954
24;605801;467364
25.2;626471;469214
23.7;609659;472639
25.9;605724;465458
26.5;595908;466326
21;608898;477619
19.7;605628;473187
20.9;648225;474884
22.6;579684;472513
21.3;576760;475107
24;599356;469586
26.9;595879;465574
24.4;598488;468121
22.6;625250;471939
18;626224;478531
23;567066;471018
23.8;641305;472509
24.9;597859;470722
25.8;624532;469362
25.6;610025;469769
20.1;601356;475656
24.8;614036;470766
24;578128;469040
24.3;571898;470292
24.8;614022;469084
17.4;583180;474045
25.3;611286;466531
25.4;618360;465826
23.2;622324;470765
18.6;567323;474471
22.8;585907;473194
24.6;648317;471991
19.2;612354;465047
16.9;602626;472675
14.3;549596;471797
17.6;638211;471314
16.9;567783;472294
16.2;633296;473882
8;584480;475606
9.8;647945;472294
16.6;604152;474054
17.2;599221;471527
19.1;610873;467999
17.9;622213;468382
17.8;616960;467346
16.7;634261;465878
18.1;557918;470367
15.1;627997;473954
18.9;605801;467364
18.7;626471;469214
15;609659;472639
19.3;605724;465458
18.5;595908;466326
16.5;608898;477619
10.7;605628;473187
11.1;648225;474884
16.8;579684;472513
14.1;576760;475107
18.6;599356;469586
18.8;595879;465574
17.9;598488;468121
14.6;625250;471939
9.5;626224;478531
17.8;567066;471018
16.4;641305;472509
17.6;597859;470722
18.2;624532;469362
18.3;610025;469769
14.2;601356;475656
17.6;614036;470766
19.1;578128;469040
17.6;571898;470292
18.3;614022;469084
9;583180;474045
18.9;611286;466531
19.6;618360;465826
14.2;622324;470765
11.1;567323;474471
17.2;585907;473194
18.1;648317;471991
18.6;612354;465047
16.6;602626;472675
14.2;549596;471797
17.8;638211;471314
15.7;567783;472294
17.1;633296;473882
8.2;584480;475606
10.7;647945;472294
16.5;604152;474054
16.1;599221;471527
18.2;610873;467999
17.3;622213;468382
17.4;616960;467346
16.4;634261;465878
17.4;557918;470367
16;627997;473954
18;605801;467364
18.4;626471;469214
15.3;609659;472639
19.1;605724;465458
18;595908;466326
16.2;608898;477619
11.1;605628;473187
11.1;648225;474884
16.5;579684;472513
12.8;576760;475107
17.9;599356;469586
17.9;595879;465574
17;598488;468121
15.2;625250;471939
9.7;626224;478531
16.5;567066;471018
16.4;641305;472509
17.1;597859;470722
17.6;624532;469362
17.8;610025;469769
12.8;601356;475656
17.5;614036;470766
18.2;578128;469040
16.6;571898;470292
17.6;614022;469084
9.4;583180;474045
18.4;611286;466531
18.9;618360;465826
15.3;622324;470765
11.7;567323;474471
16.1;585907;473194
17.8;648317;471991
19.8;612354;465047
18.2;602626;472675
17.3;549596;471797
18.8;638211;471314
17.4;567783;472294
18.2;633296;473882
13;584480;475606
14.8;647945;472294
17.5;604152;474054
19.1;599221;471527
19.8;610873;467999
19.6;622213;468382
19.9;616960;467346
19.4;634261;465878
19.3;557918;470367
16.9;627997;473954
19.2;605801;467364
19.8;626471;469214
17.2;609659;472639
20.3;605724;465458
19.5;595908;466326
16.7;608898;477619
14.5;605628;473187
12.5;648225;474884
18.1;579684;472513
14.7;576760;475107
19.9;599356;469586
19.5;595879;465574
18.8;598488;468121
17.2;625250;471939
12.6;626224;478531
18.4;567066;471018
17.6;641305;472509
19.4;597859;470722
19.2;624532;469362
19.9;610025;469769
14.8;601356;475656
19.5;614036;470766
20;578128;469040
19.1;571898;470292
19.3;614022;469084
14.2;583180;474045
19.8;611286;466531
20.2;618360;465826
18;622324;470765
12.8;567323;474471
18.2;585907;473194
19.5;648317;471991
18.6;612354;465047
16.9;602626;472675
13.8;549596;471797
17.7;638211;471314
17;567783;472294
16.8;633296;473882
8.4;584480;475606
9.9;647945;472294
16.6;604152;474054
17.5;599221;471527
18.6;610873;467999
17.6;622213;468382
17.6;616960;467346
16.2;634261;465878
18.2;557918;470367
15.6;627997;473954
18.3;605801;467364
18.3;626471;469214
15.4;609659;472639
19;605724;465458
18.2;595908;466326
16.1;608898;477619
11.2;605628;473187
10.8;648225;474884
17;579684;472513
13.8;576760;475107
18.7;599356;469586
18.2;595879;465574
17.7;598488;468121
14.8;625250;471939
10;626224;478531
18;567066;471018
16.6;641305;472509
18.1;597859;470722
17.7;624532;469362
18.5;610025;469769
14.4;601356;475656
17.9;614036;470766
19;578128;469040
17.5;571898;470292
18;614022;469084
8.9;583180;474045
18.4;611286;466531
19.1;618360;465826
14.2;622324;470765
11.6;567323;474471
17;585907;473194
18.1;648317;471991
18.7;612354;465047
16.7;602626;472675
14.7;549596;471797
16.5;638211;471314
17;567783;472294
15.4;633296;473882
7.9;584480;475606
8.7;647945;472294
16.4;604152;474054
17.6;599221;471527
19;610873;467999
17.5;622213;468382
17.7;616960;467346
16.3;634261;465878
19;557918;470367
14.8;627997;473954
19;605801;467364
18.3;626471;469214
15;609659;472639
19.3;605724;465458
18.5;595908;466326
16.1;608898;477619
11;605628;473187
10.5;648225;474884
16.7;579684;472513
14.1;576760;475107
18.7;599356;469586
18.5;595879;465574
18;598488;468121
13.7;625250;471939
9.3;626224;478531
18.1;567066;471018
15.5;641305;472509
18.4;597859;470722
17.6;624532;469362
18.2;610025;469769
13.9;601356;475656
17.2;614036;470766
19.8;578128;469040
17.9;571898;470292
18;614022;469084
9.2;583180;474045
18.8;611286;466531
19.4;618360;465826
13.9;622324;470765
11.7;567323;474471
16.4;585907;473194
16.2;648317;471991
17.2;612354;465047
12.9;602626;472675
10.9;549596;471797
14.1;638211;471314
13.7;567783;472294
13.1;633296;473882
6.2;584480;475606
6.9;647945;472294
13.2;604152;474054
14.1;599221;471527
16.7;610873;467999
15;622213;468382
15.1;616960;467346
13.8;634261;465878
14.8;557918;470367
12.1;627997;473954
16.9;605801;467364
15.6;626471;469214
11.9;609659;472639
17.4;605724;465458
16.4;595908;466326
13.8;608898;477619
8.1;605628;473187
8.6;648225;474884
13.8;579684;472513
10.6;576760;475107
15.7;599356;469586
16.6;595879;465574
15.9;598488;468121
11.2;625250;471939
8.4;626224;478531
14.6;567066;471018
13.2;641305;472509
14.7;597859;470722
15;624532;469362
14.7;610025;469769
11.5;601356;475656
13.7;614036;470766
16.8;578128;469040
14.4;571898;470292
15.4;614022;469084
6.9;583180;474045
16.9;611286;466531
17.4;618360;465826
10.9;622324;470765
9.2;567323;474471
13.2;585907;473194
14;648317;471991
17.6;612354;465047
14.6;602626;472675
12.1;549596;471797
15.4;638211;471314
15;567783;472294
14.4;633296;473882
8.1;647945;472294
14.6;604152;474054
15.1;599221;471527
17.6;610873;467999
15.7;622213;468382
16.1;616960;467346
14.6;634261;465878
16.5;557918;470367
13.3;627997;473954
17.6;605801;467364
16.4;626471;469214
13.2;609659;472639
18;605724;465458
17.2;595908;466326
15.2;608898;477619
9.5;605628;473187
9.9;648225;474884
15.2;579684;472513
11.7;576760;475107
17.1;599356;469586
17.3;595879;465574
16.7;598488;468121
12.4;625250;471939
9.4;626224;478531
16.1;567066;471018
14.2;641305;472509
16.1;597859;470722
15.9;624532;469362
15.9;610025;469769
13;601356;475656
14.9;614036;470766
17.8;578128;469040
15.9;571898;470292
16.2;614022;469084
8.6;583180;474045
17.4;611286;466531
17.9;618360;465826
12.3;622324;470765
10.6;567323;474471
15.3;585907;473194
15.6;648317;471991
18.1;612354;465047
15.6;602626;472675
12.9;549596;471797
15.8;638211;471314
15.3;567783;472294
15;633296;473882
9.2;584480;475606
9.6;647945;472294
15.8;604152;474054
16.2;599221;471527
18.4;610873;467999
17;622213;468382
16.9;616960;467346
15.5;634261;465878
16.6;557918;470367
14.3;627997;473954
18.2;605801;467364
17.2;626471;469214
14.4;609659;472639
18.3;605724;465458
17.9;595908;466326
15.7;608898;477619
11.1;605628;473187
11.3;648225;474884
15.4;579684;472513
10.7;576760;475107
17.7;599356;469586
17.7;595879;465574
17.4;598488;468121
13.5;625250;471939
11;626224;478531
16.1;567066;471018
15.2;641305;472509
17;597859;470722
16.7;624532;469362
17.3;610025;469769
13.9;601356;475656
16;614036;470766
18.3;578128;469040
16.1;571898;470292
17.3;614022;469084
9.7;583180;474045
18.3;611286;466531
18.6;618360;465826
12.7;622324;470765
11.6;567323;474471
15.4;585907;473194
15.6;648317;471991
20.2;612354;465047
18.3;602626;472675
15.6;549596;471797
18.4;638211;471314
17.7;567783;472294
17.9;633296;473882
10.4;584480;475606
12.7;647945;472294
18.4;604152;474054
18.6;599221;471527
20.3;610873;467999
19.8;622213;468382
19.8;616960;467346
18.3;634261;465878
18.6;557918;470367
17.3;627997;473954
19.8;605801;467364
20.3;626471;469214
17.1;609659;472639
20.4;605724;465458
19.4;595908;466326
18.5;608898;477619
13.2;605628;473187
13;648225;474884
18;579684;472513
13.9;576760;475107
20.1;599356;469586
19.2;595879;465574
19.1;598488;468121
16.7;625250;471939
11.8;626224;478531
18.2;567066;471018
17.7;641305;472509
19.1;597859;470722
20;624532;469362
20.1;610025;469769
16.1;601356;475656
19.6;614036;470766
20;578128;469040
18.3;571898;470292
19.7;614022;469084
11.4;583180;474045
20.4;611286;466531
20.7;618360;465826
16.6;622324;470765
13.6;567323;474471
18.3;585907;473194
18.5;648317;471991
21.3;612354;465047
20.5;602626;472675
18;549596;471797
21.1;638211;471314
19.4;567783;472294
21.2;633296;473882
15.1;584480;475606
16.8;647945;472294
20.1;604152;474054
21.7;599221;471527
21.3;610873;467999
21.8;622213;468382
21.3;616960;467346
20.5;634261;465878
20;557918;470367
20.4;627997;473954
21;605801;467364
22.6;626471;469214
19.6;609659;472639
21.5;605724;465458
20.7;595908;466326
19.4;608898;477619
17.3;605628;473187
17.3;648225;474884
20.5;579684;472513
16.9;576760;475107
21.5;599356;469586
20.9;595879;465574
20.5;598488;468121
20.1;625250;471939
16.2;626224;478531
19.7;567066;471018
20.9;641305;472509
21.8;597859;470722
22.3;624532;469362
22;610025;469769
18.3;601356;475656
22.2;614036;470766
21;578128;469040
19.8;571898;470292
21.7;614022;469084
15.9;583180;474045
21.4;611286;466531
22;618360;465826
19.8;622324;470765
17.2;567323;474471
20.6;585907;473194
21.8;648317;471991
23.6;612354;465047
23.3;602626;472675
21.3;549596;471797
24.1;638211;471314
22.4;567783;472294
25;633296;473882
18.4;584480;475606
19.4;647945;472294
24.4;604152;474054
23.4;599221;471527
23.8;610873;467999
23.9;622213;468382
24;616960;467346
22.7;634261;465878
23.9;557918;470367
24.4;627997;473954
23.4;605801;467364
24.2;626471;469214
24.2;609659;472639
23.8;605724;465458
23.2;595908;466326
25.5;608898;477619
21.1;605628;473187
22.4;648225;474884
23.4;579684;472513
25;576760;475107
23.6;599356;469586
23.2;595879;465574
23.1;598488;468121
22.7;625250;471939
21.6;626224;478531
23.1;567066;471018
24.9;641305;472509
23.8;597859;470722
24.1;624532;469362
24.3;610025;469769
21.6;601356;475656
25;614036;470766
23.8;578128;469040
23;571898;470292
23.7;614022;469084
18.8;583180;474045
23.7;611286;466531
24;618360;465826
22.6;622324;470765
20.5;567323;474471
23.5;585907;473194
24.6;648317;471991
25.2;612354;465047
25.1;602626;472675
25.4;549596;471797
24.5;638211;471314
22.7;567783;472294
26.5;633296;473882
22.5;584480;475606
23.8;647945;472294
25.7;604152;474054
25.4;599221;471527
25.6;610873;467999
27.4;622213;468382
28.1;616960;467346
27.5;634261;465878
26.8;557918;470367
26;627997;473954
24;605801;467364
26.3;626471;469214
27.3;609659;472639
24.9;605724;465458
26.4;595908;466326
25.5;608898;477619
25.6;605628;473187
26.2;648225;474884
26.1;579684;472513
27.4;576760;475107
24.9;599356;469586
25.8;595879;465574
25.8;598488;468121
26.3;625250;471939
26;626224;478531
24.5;567066;471018
25;641305;472509
25.9;597859;470722
25.7;624532;469362
27.2;610025;469769
21.8;601356;475656
28.2;614036;470766
25;578128;469040
25.7;571898;470292
24.9;614022;469084
23;583180;474045
25.7;611286;466531
25.2;618360;465826
27.3;622324;470765
21.6;567323;474471
25.2;585907;473194
26.9;648317;471991
27.6;612354;465047
25.8;602626;472675
26.7;549596;471797
25.5;638211;471314
24.1;567783;472294
26;633296;473882
23.4;584480;475606
24.5;647945;472294
26.2;604152;474054
26.7;599221;471527
28.4;610873;467999
29.5;622213;468382
29.8;616960;467346
28.8;634261;465878
28.2;557918;470367
25.7;627997;473954
25.6;605801;467364
28.3;626471;469214
28.6;609659;472639
27.3;605724;465458
28.6;595908;466326
25.3;608898;477619
26.9;605628;473187
25.1;648225;474884
27.9;579684;472513
28.5;576760;475107
27.1;599356;469586
29;595879;465574
27.5;598488;468121
28.2;625250;471939
25.4;626224;478531
26.3;567066;471018
25.4;641305;472509
27.9;597859;470722
28.1;624532;469362
29.5;610025;469769
22.2;601356;475656
30.3;614036;470766
26.3;578128;469040
28;571898;470292
27.6;614022;469084
24.8;583180;474045
27.9;611286;466531
27.9;618360;465826
28.2;622324;470765
23.2;567323;474471
26.8;585907;473194
27.1;648317;471991
23;612354;465047
20.4;602626;472675
17.8;549596;471797
20.9;638211;471314
20.5;567783;472294
20.5;633296;473882
13.4;584480;475606
16.5;647945;472294
20.2;604152;474054
21.6;599221;471527
22.7;610873;467999
22.3;622213;468382
22.4;616960;467346
22.2;634261;465878
21.7;557918;470367
19.7;627997;473954
22.1;605801;467364
22.4;626471;469214
19.4;609659;472639
23.4;605724;465458
22.9;595908;466326
20;608898;477619
15.6;605628;473187
18.9;648225;474884
20.8;579684;472513
16.5;576760;475107
22.6;599356;469586
23;595879;465574
21.9;598488;468121
20;625250;471939
13.9;626224;478531
21;567066;471018
20.7;641305;472509
22.2;597859;470722
21.7;624532;469362
22.8;610025;469769
17.9;601356;475656
22.3;614036;470766
22.9;578128;469040
21.2;571898;470292
22.1;614022;469084
14.5;583180;474045
22.9;611286;466531
23.6;618360;465826
20.4;622324;470765
15.1;567323;474471
20.6;585907;473194
21.8;648317;471991
18.1;612354;465047
16.2;602626;472675
13.1;549596;471797
17.2;638211;471314
16.1;567783;472294
15.9;633296;473882
7.3;584480;475606
8.7;647945;472294
16.3;604152;474054
16.6;599221;471527
18.2;610873;467999
16.8;622213;468382
16.6;616960;467346
15;634261;465878
17;557918;470367
15;627997;473954
18;605801;467364
17.7;626471;469214
14.8;609659;472639
18.2;605724;465458
17.3;595908;466326
16.9;608898;477619
10.4;605628;473187
10.8;648225;474884
16.2;579684;472513
14.7;576760;475107
17.8;599356;469586
17.3;595879;465574
17.1;598488;468121
14.1;625250;471939
9.2;626224;478531
16.7;567066;471018
16.4;641305;472509
17.4;597859;470722
17.3;624532;469362
17.5;610025;469769
14.4;601356;475656
16.7;614036;470766
18.3;578128;469040
16.2;571898;470292
17.3;614022;469084
8.6;583180;474045
18.1;611286;466531
18.7;618360;465826
13.6;622324;470765
11.1;567323;474471
16.5;585907;473194
17.6;648317;471991
18.5;612354;465047
17.1;602626;472675
13.7;549596;471797
18.2;638211;471314
16.8;567783;472294
16.8;633296;473882
8.4;584480;475606
9.8;647945;472294
17;604152;474054
17.7;599221;471527
18.4;610873;467999
17.6;622213;468382
17;616960;467346
15.4;634261;465878
17.4;557918;470367
16;627997;473954
18.3;605801;467364
18.4;626471;469214
15.2;609659;472639
18.9;605724;465458
18.1;595908;466326
17.1;608898;477619
10.9;605628;473187
11.9;648225;474884
16.9;579684;472513
15.5;576760;475107
18.5;599356;469586
18.1;595879;465574
17.6;598488;468121
14.9;625250;471939
10.1;626224;478531
17.4;567066;471018
17.1;641305;472509
18.1;597859;470722
17.8;624532;469362
18;610025;469769
15;601356;475656
17.6;614036;470766
18.7;578128;469040
16.7;571898;470292
17.9;614022;469084
9.7;583180;474045
18.3;611286;466531
19.1;618360;465826
14.7;622324;470765
11.8;567323;474471
17.6;585907;473194
18.7;648317;471991
24.8;612354;465047
23.4;602626;472675
21.3;549596;471797
24.4;638211;471314
23.3;567783;472294
23.9;633296;473882
17.6;584480;475606
20.1;647945;472294
22.4;604152;474054
23.7;599221;471527
25.9;610873;467999
26;622213;468382
26.4;616960;467346
25.2;634261;465878
24.8;557918;470367
22.6;627997;473954
24.7;605801;467364
26.4;626471;469214
22.7;609659;472639
25;605724;465458
24.3;595908;466326
21.1;608898;477619
20.1;605628;473187
21;648225;474884
23.5;579684;472513
21.8;576760;475107
25.5;599356;469586
25;595879;465574
24.9;598488;468121
22.7;625250;471939
18.2;626224;478531
23.9;584109;470620
23.5;567066;471018
23.5;641305;472509
24.8;597859;470722
26.4;624532;469362
25.9;610025;469769
19.3;601356;475656
25.8;614036;470766
25.2;578128;469040
23.8;571898;470292
25.1;607987;470844
25.6;614022;469084
18.1;583180;474045
25.4;611286;466531
25.6;618360;465826
23.8;622324;470765
17.9;567323;474471
22.8;585907;473194
24.5;648317;471991
20.9;612354;465047
18.1;602626;472675
16.2;549596;471797
19.7;638211;471314
17.7;567783;472294
18.6;633296;473882
12.3;584480;475606
14.9;647945;472294
17.2;604152;474054
18.2;599221;471527
19.9;610873;467999
20.3;622213;468382
20.8;616960;467346
20.5;634261;465878
18.8;557918;470367
17.3;627997;473954
19.5;605801;467364
21.3;626471;469214
17;609659;472639
20.9;605724;465458
19.5;595908;466326
16.7;608898;477619
14.6;605628;473187
15.8;648225;474884
17.9;579684;472513
15.3;576760;475107
19.7;599356;469586
20;595879;465574
17.8;625250;471939
11.9;626224;478531
18.4;584109;470620
18;567066;471018
18.3;641305;472509
18.8;597859;470722
21;624532;469362
19.8;610025;469769
14.2;601356;475656
19.9;614036;470766
20.1;578128;469040
18.2;571898;470292
19.8;607987;470844
19.7;614022;469084
13.1;583180;474045
21.1;611286;466531
21.3;618360;465826
18.3;622324;470765
12.1;567323;474471
17.9;585907;473194
20;648317;471991
18.1;612354;465047
16.2;602626;472675
13.8;549596;471797
16.5;638211;471314
15.6;567783;472294
15.4;633296;473882
7.6;584480;475606
9.4;647945;472294
15.6;604152;474054
16;599221;471527
17.8;610873;467999
16.7;622213;468382
17.4;616960;467346
16.2;634261;465878
17.1;557918;470367
14.2;627997;473954
18;605801;467364
18;626471;469214
14.3;609659;472639
18.5;605724;465458
17.5;595908;466326
15.6;608898;477619
10.2;605628;473187
9.1;648225;474884
16.2;579684;472513
14;576760;475107
17.3;599356;469586
17.5;595879;465574
16.9;598488;468121
13.8;625250;471939
8.8;626224;478531
16.7;584109;470620
15.2;641305;472509
16.6;597859;470722
17.5;624532;469362
17.1;610025;469769
12.8;601356;475656
16.4;614036;470766
18;578128;469040
16.4;571898;470292
16.7;607987;470844
17.4;614022;469084
8.7;583180;474045
18.9;611286;466531
19.1;618360;465826
13.8;622324;470765
10.5;567323;474471
15.6;585907;473194
16.1;648317;471991
21.5;612354;465047
20.4;602626;472675
18.7;549596;471797
19.8;638211;471314
18.8;567783;472294
19.9;633296;473882
16;584480;475606
16.8;647945;472294
19.1;604152;474054
20;599221;471527
21.7;610873;467999
21.8;622213;468382
23;616960;467346
22;634261;465878
20.2;557918;470367
18.6;627997;473954
20.8;605801;467364
21.9;626471;469214
20.1;609659;472639
21.3;605724;465458
21.6;595908;466326
20.5;608898;477619
18.2;605628;473187
15.4;648225;474884
19.6;579684;472513
18.7;576760;475107
21.2;599356;469586
22.1;595879;465574
21.3;598488;468121
18.2;625250;471939
17.8;626224;478531
19.8;584109;470620
19.3;641305;472509
21;597859;470722
21.8;624532;469362
21.7;610025;469769
16.5;601356;475656
21.5;614036;470766
20.6;578128;469040
21.2;607987;470844
21.3;614022;469084
16.2;583180;474045
22;611286;466531
22.4;618360;465826
20.2;622324;470765
14.9;567323;474471
18.7;585907;473194
20.4;648317;471991
23.7;612354;465047
20.1;602626;472675
18.9;549596;471797
21.7;638211;471314
19.6;567783;472294
20.9;633296;473882
12.4;584480;475606
17.3;647945;472294
19;604152;474054
20.7;599221;471527
23.7;610873;467999
23.6;622213;468382
24.5;616960;467346
23.6;634261;465878
22.2;557918;470367
19.3;627997;473954
23.1;605801;467364
24.3;626471;469214
19.7;609659;472639
23.9;605724;465458
23.4;595908;466326
17.6;608898;477619
15.7;605628;473187
16.3;648225;474884
20.2;579684;472513
17.6;576760;475107
22.4;599356;469586
23.1;595879;465574
23.2;598488;468121
20.2;625250;471939
13.1;626224;478531
21.3;584109;470620
20.2;641305;472509
21.6;597859;470722
23.6;624532;469362
23.1;610025;469769
16.5;601356;475656
22.7;614036;470766
22.9;578128;469040
21.9;607987;470844
22.7;614022;469084
14.1;583180;474045
24.6;611286;466531
24.3;618360;465826
21.3;622324;470765
13.4;567323;474471
19.8;585907;473194
22.1;648317;471991
18.1;612354;465047
16.5;602626;472675
12.9;549596;471797
18;638211;471314
16.1;567783;472294
16.6;633296;473882
7.4;584480;475606
10.9;647945;472294
15.7;604152;474054
17;599221;471527
18.8;610873;467999
17.9;622213;468382
18;616960;467346
16.7;634261;465878
16.9;557918;470367
15.4;627997;473954
18.7;605801;467364
19.3;626471;469214
14.8;609659;472639
18.2;605724;465458
17.6;595908;466326
15.7;608898;477619
9.9;605628;473187
10.9;648225;474884
15.9;579684;472513
14.3;576760;475107
18;599356;469586
17.4;595879;465574
14.5;625250;471939
9;626224;478531
17.5;584109;470620
16.5;567066;471018
16.7;641305;472509
17.5;597859;470722
18.8;624532;469362
17.9;610025;469769
13.4;601356;475656
17.4;614036;470766
18.5;578128;469040
17.2;607987;470844
18.3;614022;469084
8.2;583180;474045
19.4;611286;466531
19.5;618360;465826
14.9;622324;470765
10.1;567323;474471
15.9;585907;473194
17.6;648317;471991
18.1;612354;465047
16;602626;472675
14.1;549596;471797
17.4;638211;471314
15.9;567783;472294
16.1;633296;473882
7.4;584480;475606
9.8;647945;472294
15.5;604152;474054
16.1;599221;471527
18.3;610873;467999
17.3;622213;468382
18;616960;467346
16.7;634261;465878
17.2;557918;470367
14.6;627997;473954
18.1;605801;467364
18.4;626471;469214
14.7;609659;472639
18.7;605724;465458
17.8;595908;466326
15.6;608898;477619
10.5;605628;473187
9.5;648225;474884
16.1;579684;472513
14.6;576760;475107
17.6;599356;469586
17.6;595879;465574
17.3;598488;468121
14.2;625250;471939
8.8;626224;478531
16.1;584109;470620
15.7;567066;471018
15.9;641305;472509
16.7;597859;470722
17.8;624532;469362
17.7;610025;469769
12.4;601356;475656
16.8;614036;470766
18;578128;469040
16.4;571898;470292
16.9;607987;470844
17.8;614022;469084
8.4;583180;474045
19.2;611286;466531
19;618360;465826
14.2;622324;470765
11.1;567323;474471
14.8;585907;473194
16.7;648317;471991
19.5;612354;465047
18.8;602626;472675
16.7;549596;471797
18.8;638211;471314
17.9;567783;472294
18;633296;473882
11.5;584480;475606
15.1;647945;472294
17.4;604152;474054
19;599221;471527
19.4;610873;467999
19.6;622213;468382
20.5;616960;467346
19.1;634261;465878
19.6;557918;470367
16.7;627997;473954
18.8;605801;467364
20.3;626471;469214
17.2;609659;472639
20.2;605724;465458
19.2;595908;466326
16.3;608898;477619
14.1;605628;473187
11.9;648225;474884
18.2;579684;472513
15.9;576760;475107
20;599356;469586
19;595879;465574
18.9;598488;468121
17;625250;471939
11.5;626224;478531
18.9;584109;470620
17.8;641305;472509
19.5;597859;470722
19.5;624532;469362
20;610025;469769
14.5;601356;475656
19.6;614036;470766
19.8;578128;469040
18.8;571898;470292
19.5;607987;470844
19.6;614022;469084
13.3;583180;474045
20.6;611286;466531
20.2;618360;465826
17.7;622324;470765
12.3;567323;474471
17.5;585907;473194
18.3;648317;471991
23.4;612354;465047
22.7;602626;472675
19.4;549596;471797
22.3;638211;471314
25.7;567783;472294
22.2;633296;473882
16.8;584480;475606
18.5;647945;472294
21.4;604152;474054
23.1;599221;471527
23.5;610873;467999
24.6;622213;468382
25.4;616960;467346
23.9;634261;465878
22.5;557918;470367
20.8;627997;473954
22.7;605801;467364
24.6;626471;469214
21.5;609659;472639
23.8;605724;465458
23.4;595908;466326
20.8;608898;477619
19;605628;473187
16.1;648225;474884
21.8;579684;472513
21;576760;475107
24.2;599356;469586
23.4;595879;465574
23.1;598488;468121
20.8;625250;471939
17.5;626224;478531
22.8;584109;470620
21.7;641305;472509
23.5;597859;470722
24;624532;469362
23.9;610025;469769
18.8;601356;475656
23.9;614036;470766
23.5;578128;469040
22.2;571898;470292
23.8;607987;470844
23.2;614022;469084
17.1;583180;474045
24.6;611286;466531
24.7;618360;465826
21.7;622324;470765
17.1;567323;474471
21.3;585907;473194
22.6;648317;471991
25.1;612354;465047
24.8;602626;472675
22;549596;471797
24.1;638211;471314
23.7;567783;472294
24.7;633296;473882
19.4;584480;475606
20.6;647945;472294
24;604152;474054
24.9;599221;471527
25.6;610873;467999
26.4;622213;468382
27.6;616960;467346
25.7;634261;465878
24.8;557918;470367
23.2;627997;473954
24.5;605801;467364
26.2;626471;469214
24;609659;472639
26.1;605724;465458
26;595908;466326
21.6;608898;477619
21;605628;473187
18.8;648225;474884
24.2;579684;472513
21.8;576760;475107
25.9;599356;469586
25.8;595879;465574
25.2;598488;468121
23.2;625250;471939
18;626224;478531
24.1;584109;470620
23.8;641305;472509
25.6;597859;470722
26;624532;469362
25.9;610025;469769
20.8;601356;475656
25.4;614036;470766
25.4;578128;469040
24.5;571898;470292
25.8;607987;470844
25.4;614022;469084
19.8;583180;474045
26.5;611286;466531
26.5;618360;465826
24.6;622324;470765
19;567323;474471
22.9;585907;473194
25;648317;471991
22.1;612354;465047
19.6;602626;472675
16.7;549596;471797
20.8;638211;471314
19.1;567783;472294
20.5;633296;473882
11.8;584480;475606
16.1;647945;472294
18.8;604152;474054
20.4;599221;471527
22.1;610873;467999
22.4;622213;468382
23.4;616960;467346
22.5;634261;465878
21.2;557918;470367
19.2;627997;473954
21.6;605801;467364
