station,season,tav,tmax,tmin,rad
5,1.2004,6.238636363636363,21.0,-2.9,93.50227272727274
5,1.2006,5.678888888888889,22.5,-7.8,101.61666666666666
5,1.2007,7.1595505617977535,26.6,-5.6,108.24269662921348
5,1.2008,7.303333333333333,22.4,-4.4,106.86777777777777
5,1.2009,6.305494505494505,25.2,-4.1,110.4054945054945
5,1.2010,6.355844155844156,21.9,-5.1,99.42987012987014
5,1.2011,6.807777777777778,21.5,-5.5,98.33222222222221
5,1.2012,7.141573033707865,26.5,-4.2,119.68876404494381
5,1.2013,7.124175824175824,18.9,-3.7,99.57472527472527
5,1.2014,7.594444444444444,25.0,-4.4,112.56666666666666
5,1.2015,6.643333333333333,24.4,-5.2,102.68
5,1.2016,7.05,20.5,-3.2,99.7611111111111
5,1.2017,7.785714285714286,28.2,-7.3,115.22967032967033
5,1.2018,6.605555555555555,18.5,-3.7,125.98333333333333
5,1.2019,7.492222222222222,22.9,-3.7,124.97111111111111
5,1.2020,5.6899999999999995,17.1,-1.4,67.78999999999999
5,1.2022,7.308750000000001,20.1,-5.2,109.50625
5,1.2023,9.03,19.4,2.3,65.15
5,2.2000,14.68131868131868,35.8,-1.3,209.2956043956044
5,2.2001,15.067032967032967,35.8,-0.1,240.43406593406593
5,2.2002,14.936263736263736,35.4,-1.2,228.53516483516484
5,2.2003,16.01208791208791,35.9,1.1,241.91648351648354
5,2.2004,13.837362637362638,34.1,-0.1,241.28571428571428
5,2.2005,19.02777777777778,35.0,7.0,287.275
5,2.2006,16.4021978021978,34.0,1.6,260.3197802197802
5,2.2007,15.432967032967033,33.4,1.3,228.5087912087912
5,2.2008,14.320879120879122,32.4,0.1,221.2956043956044
5,2.2009,15.579120879120879,36.6,0.4,242.8274725274725
5,2.2010,13.464383561643835,30.7,-0.2,218.6876712328767
5,2.2011,16.638461538461538,34.4,1.5,236.4857142857143
5,2.2012,14.016901408450705,33.3,0.4,226.89295774647886
5,2.2013,13.259340659340658,33.7,1.2,224.97582417582416
5,2.2014,15.505494505494505,33.4,-1.9,252.25164835164836
5,2.2015,15.705494505494507,33.5,0.2,263.6461538461538
5,2.2016,14.397777777777778,33.7,-1.4,257.88444444444445
5,2.2017,16.26043956043956,37.4,0.0,287.8956043956044
5,2.2018,14.393406593406594,33.5,0.0,286.82307692307694
5,2.2019,14.551648351648351,34.6,-1.0,282.3175824175824
5,2.2022,16.812087912087915,40.5,-0.5,247.24505494505493
5,3.2000,21.156521739130437,36.7,8.5,268.1
5,3.2001,20.963736263736266,39.5,4.4,251.31538461538463
5,3.2002,19.99120879120879,36.7,6.6,234.42747252747253
5,3.2003,22.63296703296703,37.9,7.1,266.610989010989
5,3.2004,21.439560439560438,36.9,6.4,256.26153846153846
5,3.2005,22.03076923076923,37.6,7.8,272.70989010989007
5,3.2006,21.865060240963857,37.3,8.4,263.9927710843374
5,3.2007,20.85934065934066,36.9,7.1,266.667032967033
5,3.2008,21.912820512820513,35.9,8.9,281.31410256410254
5,3.2009,22.410989010989013,38.0,8.7,275.97032967032965
5,3.2010,22.21098901098901,40.5,8.6,270.22637362637363
5,3.2011,22.144186046511628,39.4,8.5,272.0139534883721
5,3.2012,23.05348837209302,40.0,8.4,242.8813953488372
5,3.2013,21.5978021978022,37.8,8.7,279.6417582417583
5,3.2014,21.017582417582418,36.1,7.6,267.810989010989
5,3.2015,22.014285714285712,38.1,7.0,284.45824175824174
5,3.2016,22.53516483516483,38.2,10.5,295.55054945054945
5,3.2017,21.24065934065934,37.6,5.0,354.6164835164835
5,3.2018,22.927472527472528,38.8,11.3,290.61428571428576
5,3.2019,22.873626373626372,41.9,7.4,277.94065934065935
5,3.2022,23.445054945054945,40.5,8.8,272.3615384615385
5,4.2000,8.795,30.9,-1.9,68.445
5,4.2001,10.491397849462366,37.0,-9.2,104.07741935483872
5,4.2002,10.759550561797752,35.0,-3.7,102.97752808988764
5,4.2003,10.873118279569892,37.6,-0.6,96.05806451612902
5,4.2004,11.76375,29.2,-1.8,115.8425
5,4.2005,10.927956989247312,30.5,-5.9,108.8763440860215
5,4.2006,12.366666666666665,31.3,-4.2,106.4763440860215
5,4.2007,10.95483870967742,26.9,-7.9,116.39677419354838
5,4.2008,10.035955056179775,33.5,-2.6,103.11123595505617
5,4.2009,11.776344086021506,30.2,-7.2,114.8989247311828
5,4.2010,9.764367816091953,29.1,-7.0,106.33218390804598
5,4.2011,11.36111111111111,35.1,0.1,108.80000000000001
5,4.2012,11.469565217391304,33.3,-4.2,103.16195652173913
5,4.2013,11.495698924731181,31.2,-5.3,107.90860215053763
5,4.2014,12.554347826086957,32.2,-1.2,107.73804347826086
5,4.2015,11.594565217391304,32.8,-2.4,116.74782608695651
5,4.2016,11.69247311827957,31.2,-0.5,118.55913978494624
5,4.2017,11.525,36.6,-4.6,152.65652173913043
5,4.2018,12.0,34.7,-1.5,112.8
5,4.2019,12.110752688172042,29.4,-1.0,114.23440860215052
5,4.2022,12.78494623655914,31.7,-0.5,97.75053763440859
6,1.2000,6.84375,24.5,-6.5,121.545
6,1.2001,8.24625,21.4,-3.2,100.975
6,1.2002,6.996666666666667,27.0,-11.9,91.89111111111112
6,1.2003,6.960919540229885,21.4,-6.4,106.6977011494253
6,1.2004,11.78,20.9,2.7,206.78000000000003
6,1.2005,4.698901098901099,24.4,-9.4,120.27912087912088
6,1.2006,5.446067415730337,20.5,-7.0,104.02359550561798
6,1.2007,6.543181818181818,24.8,-6.4,112.08295454545454
6,1.2008,7.5698630136986305,24.0,-5.8,120.7150684931507
6,1.2009,6.152747252747252,23.8,-4.1,112.74615384615385
6,1.2010,8.0,22.2,-2.8,137.38275862068966
6,1.2011,6.370238095238095,19.8,-7.2,105.89285714285714
6,1.2012,5.997619047619048,25.2,-8.9,130.80357142857142
6,1.2013,6.49873417721519,18.4,-4.3,96.9620253164557
6,1.2014,7.687777777777778,24.7,-6.2,107.30666666666667
6,1.2015,6.293333333333333,23.0,-6.0,113.25333333333333
6,1.2016,6.904444444444445,20.0,-4.4,91.15
6,1.2017,7.020879120879121,25.6,-7.5,111.08901098901099
6,1.2018,6.518888888888889,18.8,-5.3,94.84777777777776
6,1.2019,7.296666666666667,24.3,-6.5,129.75666666666666
6,1.2020,7.197752808988764,23.7,-5.2,106.21685393258426
6,1.2021,7.34494382022472,20.0,-6.8,103.5314606741573
6,1.2022,6.945,19.4,-5.1,111.84625000000001
6,1.2023,6.889411764705883,27.9,-6.4,107.76705882352942
6,1.2024,4.188888888888889,19.7,-6.0,55.05555555555556
6,2.2000,14.9987012987013,35.8,-2.4,216.24805194805194
6,2.2001,15.30888888888889,36.1,-0.8,246.89111111111112
6,2.2002,15.60897435897436,36.1,-2.1,235.74871794871797
6,2.2003,16.198901098901096,36.4,1.2,253.78681318681316
6,2.2004,14.0010989010989,33.6,-0.1,256.321978021978
6,2.2005,16.22183908045977,35.6,-1.5,254.09195402298852
6,2.2006,16.563736263736264,34.0,1.5,267.4032967032967
6,2.2007,15.12967032967033,33.1,0.6,241.9857142857143
6,2.2008,13.540277777777778,29.0,-1.6,217.04444444444445
6,2.2009,15.60879120879121,38.0,-0.4,257.65384615384613
6,2.2010,14.508433734939759,33.4,-1.9,240.9686746987952
6,2.2011,16.277272727272727,34.0,0.7,255.8715909090909
6,2.2012,15.31098901098901,36.2,-0.4,244.64395604395602
6,2.2013,12.807407407407409,32.4,-0.4,233.74814814814812
6,2.2014,15.490109890109888,34.1,-3.7,254.83956043956044
6,2.2015,15.682417582417582,33.6,1.1,259.93626373626375
6,2.2016,14.45054945054945,34.0,-2.3,247.389010989011
6,2.2017,15.94945054945055,37.8,-0.3,263.8736263736264
6,2.2018,14.505494505494505,33.8,-1.3,227.31208791208792
6,2.2019,14.56043956043956,34.8,-3.2,263.71648351648355
6,2.2020,15.373863636363637,32.7,-0.7,240.6590909090909
6,2.2021,15.282758620689654,35.7,-3.4,246.41954022988506
6,2.2022,16.93846153846154,41.4,-3.1,238.47032967032968
6,2.2023,16.745454545454546,35.9,-0.8,233.86363636363637
6,3.2000,21.907246376811592,35.7,9.2,264.32608695652175
6,3.2001,21.594505494505494,39.8,3.0,257.6186813186813
6,3.2002,20.86813186813187,38.2,7.5,243.9879120879121
6,3.2003,23.307692307692307,39.2,8.1,272.678021978022
6,3.2004,22.21098901098901,36.7,5.2,264.8120879120879
6,3.2005,22.274444444444445,38.9,9.0,279.5511111111111
6,3.2006,22.5032967032967,39.1,9.1,271.96923076923076
6,3.2007,20.892222222222223,38.0,6.0,278.7577777777778
6,3.2008,21.650549450549452,37.2,8.2,275.84835164835164
6,3.2009,22.738888888888887,37.8,6.6,286.0722222222222
6,3.2010,22.445454545454545,39.9,5.6,281.08311688311693
6,3.2011,22.26049382716049,40.0,8.4,280.18518518518516
6,3.2012,22.78241758241758,40.7,7.3,297.32307692307694
6,3.2013,21.73186813186813,36.7,6.2,286.8307692307692
6,3.2014,21.337777777777777,37.3,6.6,271.8088888888889
6,3.2015,22.53956043956044,38.8,5.9,271.9978021978022
6,3.2016,22.73186813186813,39.3,8.5,286.8098901098901
6,3.2017,21.521978021978022,39.0,3.6,264.25494505494504
6,3.2018,23.214285714285715,37.7,10.6,291.84285714285716
6,3.2019,23.092307692307692,42.4,4.3,284.78241758241757
6,3.2020,22.872222222222224,39.2,6.6,284.8922222222222
6,3.2021,22.069879518072288,40.4,7.5,254.60843373493975
6,3.2022,23.667777777777776,40.8,6.6,261.47222222222223
6,3.2023,22.492105263157896,38.6,9.5,262.3421052631579
6,4.2000,12.03661971830986,31.9,-2.7,112.66478873239437
6,4.2001,10.555913978494624,37.0,-8.9,106.84731182795699
6,4.2002,11.866666666666665,34.3,-1.8,107.06666666666668
6,4.2003,14.797619047619047,38.2,1.6,137.13571428571427
6,4.2004,11.326881720430109,30.0,-3.7,114.75483870967743
6,4.2005,11.068817204301077,31.8,-6.1,112.82688172043011
6,4.2006,12.948351648351649,31.2,-4.3,110.56263736263737
6,4.2007,10.772727272727273,27.9,-8.3,124.13181818181819
6,4.2008,10.16043956043956,28.9,-6.2,110.45714285714286
6,4.2009,16.685294117647057,31.5,-2.5,174.48235294117646
6,4.2010,9.391304347826088,28.5,-7.1,130.31304347826085
6,4.2011,14.361538461538462,35.3,-0.8,136.85846153846154
6,4.2012,11.441935483870967,32.3,-4.6,111.42258064516128
6,4.2013,11.523655913978494,31.9,-7.5,113.78387096774193
6,4.2014,12.827956989247312,34.4,-1.6,114.80645161290323
6,4.2015,11.57741935483871,31.1,-3.7,109.46236559139786
6,4.2016,11.404347826086957,31.2,-0.9,110.17826086956521
6,4.2017,11.421505376344086,36.9,-6.7,125.61720430107526
6,4.2018,12.233333333333334,34.4,-1.7,115.98494623655914
6,4.2019,12.135483870967741,30.4,-1.6,114.23118279569893
6,4.2020,10.695,30.7,-4.9,104.61625
6,4.2021,11.317333333333332,26.9,-2.1,118.49199999999999
6,4.2022,12.96774193548387,32.4,-2.0,93.40537634408602
6,4.2023,13.018055555555556,33.4,-3.9,99.61666666666666
7,1.2000,5.8475,23.1,-5.6,122.92625000000001
7,1.2001,6.5989010989010985,17.7,-3.0,88.52307692307693
7,1.2002,5.935555555555556,24.6,-11.0,87.1711111111111
7,1.2003,6.9075471698113216,20.5,-6.2,124.29622641509434
7,1.2004,6.262921348314607,19.6,-3.0,95.43033707865168
7,1.2005,4.510126582278481,20.9,-7.6,103.84177215189874
7,1.2006,5.334444444444444,21.5,-8.1,95.47555555555554
7,1.2007,7.612345679012346,22.4,-6.7,106.15185185185184
7,1.2008,7.206666666666667,20.6,-4.7,102.88000000000001
7,1.2009,5.801111111111111,22.8,-5.3,107.49000000000001
7,1.2010,5.124444444444444,18.6,-4.4,90.25999999999999
7,1.2011,5.98,19.8,-5.4,95.25999999999999
7,1.2012,5.99,24.9,-4.6,111.42666666666666
7,1.2013,6.394505494505494,19.9,-2.4,88.65494505494506
7,1.2014,7.507777777777778,23.3,-2.2,102.56777777777778
7,1.2015,6.104444444444444,23.7,-4.7,98.34888888888888
7,1.2016,6.2844444444444445,17.1,-2.9,81.83888888888889
7,1.2017,6.886813186813187,26.4,-6.2,102.91428571428573
7,1.2018,5.733333333333333,17.7,-5.4,85.28888888888889
7,1.2019,6.633333333333334,21.4,-2.7,112.08888888888889
7,1.2020,7.44,21.7,-3.7,97.77444444444446
7,1.2021,6.782022471910112,19.6,-6.0,87.89438202247192
7,1.2022,6.957777777777778,21.6,-5.2,103.05
7,1.2023,6.666666666666667,23.9,-5.4,106.39444444444445
7,1.2024,5.611111111111111,13.1,-3.2,67.21111111111111
7,2.2000,12.27912087912088,32.7,-3.3,211.92527472527473
7,2.2001,12.558241758241758,33.1,1.1,243.45384615384614
7,2.2002,12.59010989010989,32.7,-1.7,231.56153846153845
7,2.2003,15.067032967032967,35.0,2.3,236.85274725274724
7,2.2004,12.980898876404494,31.7,0.3,232.58876404494384
7,2.2005,14.798876404494381,34.2,0.4,232.13595505617977
7,2.2006,15.317582417582418,32.4,1.5,245.45934065934065
7,2.2007,14.790361445783132,31.2,0.9,220.82530120481928
7,2.2008,12.700000000000001,30.0,-0.7,205.4857142857143
7,2.2009,14.063736263736264,34.9,1.2,237.7175824175824
7,2.2010,13.138461538461538,31.2,-0.1,217.4857142857143
7,2.2011,14.984615384615383,32.9,2.0,219.53956043956043
7,2.2012,13.541573033707866,34.2,0.1,207.41123595505616
7,2.2013,12.117582417582419,31.2,0.7,203.22197802197803
7,2.2014,14.691208791208792,34.2,-1.4,239.95604395604394
7,2.2015,14.396703296703295,32.0,0.5,237.55054945054943
7,2.2016,12.715384615384615,30.7,-1.5,223.14835164835165
7,2.2017,14.901098901098901,35.5,-0.3,253.47252747252747
7,2.2018,12.927472527472528,32.0,-0.1,223.02087912087913
7,2.2019,13.116483516483516,33.2,-1.7,245.48021978021978
7,2.2020,13.993406593406595,30.5,-0.8,217.35824175824175
7,2.2021,13.642857142857142,33.0,-1.1,236.04285714285717
7,2.2022,15.515384615384617,39.3,-1.8,245.02527472527473
7,2.2023,15.24945054945055,31.7,0.5,235.1384615384615
7,3.2000,18.846153846153847,33.6,8.0,262.57142857142856
7,3.2001,18.64065934065934,37.0,3.9,259.90879120879123
7,3.2002,17.61208791208791,35.0,7.0,243.72197802197803
7,3.2003,21.947252747252747,37.4,9.1,261.92527472527473
7,3.2004,20.66184210526316,35.0,8.6,264.675
7,3.2005,20.498876404494382,36.6,7.1,264.03932584269666
7,3.2006,20.70714285714286,37.7,9.5,253.675
7,3.2007,19.183516483516485,35.8,5.6,258.2956043956044
7,3.2008,19.86703296703297,34.0,8.2,260.3538461538462
7,3.2009,20.71868131868132,35.8,8.2,267.27032967032966
7,3.2010,20.58681318681319,36.5,6.2,264.16483516483515
7,3.2011,20.51978021978022,38.5,8.1,246.93956043956044
7,3.2012,21.358241758241757,40.9,7.6,281.05604395604394
7,3.2013,20.573626373626375,35.5,7.8,279.910989010989
7,3.2014,20.502197802197802,35.4,7.3,254.7846153846154
7,3.2015,20.745054945054946,35.9,6.1,261.56263736263736
7,3.2016,21.058241758241756,37.2,8.5,274.98571428571427
7,3.2017,20.035164835164835,36.2,4.3,251.69230769230768
7,3.2018,21.38241758241758,36.3,10.1,270.77032967032966
7,3.2019,21.762637362637363,41.3,6.9,269.889010989011
7,3.2020,21.275824175824173,37.9,7.8,278.1714285714286
7,3.2021,20.173626373626373,40.7,7.3,258.9835164835165
7,3.2022,22.36263736263736,40.7,7.1,277.93626373626375
7,3.2023,21.604395604395606,40.1,10.8,266.2791208791209
7,4.2000,9.53225806451613,27.8,-1.7,93.76344086021506
7,4.2001,9.167741935483871,33.4,-8.6,107.72043010752688
7,4.2002,11.507407407407408,31.9,0.8,102.66296296296298
7,4.2003,10.831182795698924,36.2,-0.1,92.21720430107527
7,4.2004,10.897849462365592,28.2,-0.5,105.33655913978494
7,4.2005,10.559139784946236,32.1,-4.0,106.31075268817204
7,4.2006,12.14516129032258,29.7,-5.9,98.66774193548387
7,4.2007,10.344086021505376,25.1,-5.7,114.6247311827957
7,4.2008,9.727956989247312,31.2,-1.7,102.76129032258063
7,4.2009,11.397849462365592,28.2,-3.4,111.06344086021505
7,4.2010,9.429032258064517,27.7,-5.6,101.63118279569893
7,4.2011,12.12258064516129,34.0,-0.2,102.90537634408602
7,4.2012,11.064516129032258,31.1,-3.2,100.2225806451613
7,4.2013,11.176344086021507,30.2,-4.4,103.18387096774194
7,4.2014,12.524731182795698,32.6,-0.7,92.80967741935483
7,4.2015,11.10752688172043,29.7,-1.9,98.84516129032258
7,4.2016,10.80215053763441,28.3,-1.8,98.7709677419355
7,4.2017,10.84731182795699,35.4,-3.9,106.78279569892473
7,4.2018,11.220430107526882,32.8,-0.7,100.91290322580645
7,4.2019,11.372043010752687,29.9,-1.2,98.36666666666667
7,4.2020,10.661627906976744,29.7,-2.2,99.86511627906977
7,4.2021,9.905376344086022,26.1,-1.7,101.8731182795699
7,4.2022,12.221505376344085,30.5,-0.8,93.52150537634408
7,4.2023,12.591397849462366,30.7,-2.0,106.55806451612902
8,1.2000,5.83,23.2,-7.7,104.96875
8,1.2001,7.551648351648352,21.2,-5.2,75.25164835164834
8,1.2002,6.7988888888888885,26.0,-13.5,82.92666666666666
8,1.2003,6.387777777777777,24.3,-8.9,84.32666666666667
8,1.2004,5.387777777777777,20.8,-5.9,83.53888888888889
8,1.2005,3.434065934065934,25.2,-12.3,94.46923076923078
8,1.2006,3.8844444444444446,20.2,-10.8,76.24666666666667
8,1.2007,5.488888888888889,22.3,-10.6,84.67999999999999
8,1.2008,6.738888888888889,22.8,-6.8,92.7811111111111
8,1.2009,4.7988888888888885,24.1,-6.9,92.88555555555557
8,1.2010,4.644444444444445,19.4,-8.7,77.36888888888889
8,1.2011,5.258888888888889,17.8,-9.5,87.10555555555555
8,1.2012,4.351111111111111,26.1,-7.9,90.55333333333334
8,1.2013,5.152747252747252,19.6,-5.9,80.54615384615384
8,1.2014,6.756666666666667,25.9,-3.6,89.98222222222222
8,1.2015,4.673333333333334,24.1,-7.4,78.71555555555555
8,1.2016,5.926666666666667,17.1,-5.8,74.76333333333334
8,1.2017,5.893103448275863,27.3,-8.7,93.90114942528736
8,1.2018,5.148888888888889,17.4,-8.2,71.06
8,1.2019,5.7444444444444445,23.4,-8.2,97.51333333333334
8,1.2020,6.9655172413793105,24.7,-5.0,87.76091954022988
8,1.2021,6.783516483516483,18.9,-8.6,77.78791208791209
8,1.2022,6.359999999999999,19.8,-7.8,94.14333333333333
8,1.2023,6.173333333333334,23.9,-7.4,92.55222222222223
8,1.2024,5.122222222222223,14.8,-4.8,64.48888888888888
8,2.2000,12.691208791208792,32.3,-2.4,185.85054945054947
8,2.2001,12.60897435897436,34.3,-2.3,217.1128205128205
8,2.2002,12.27032967032967,33.2,-2.1,203.9153846153846
8,2.2003,14.103296703296705,34.6,-1.3,210.75054945054944
8,2.2004,11.651648351648351,31.7,-0.9,193.55934065934068
8,2.2005,13.489010989010989,33.6,-0.3,208.9186813186813
8,2.2006,13.870786516853933,31.8,-2.9,217.6752808988764
8,2.2007,11.567032967032967,30.3,-2.8,180.95384615384614
8,2.2008,11.764835164835164,28.8,-1.9,180.00659340659342
8,2.2009,12.23076923076923,33.3,-4.0,211.30989010989012
8,2.2010,12.080898876404495,31.6,-2.8,192.89775280898877
8,2.2011,13.954545454545455,33.8,-0.5,206.8375
8,2.2012,12.407692307692306,33.9,-3.7,198.42417582417582
8,2.2013,10.846153846153847,32.1,-1.1,170.12527472527472
8,2.2014,12.538461538461538,31.1,-1.6,211.74175824175825
8,2.2015,13.152747252747254,31.8,-1.9,196.7098901098901
8,2.2016,11.89010989010989,29.2,-2.2,195.90219780219778
8,2.2017,13.98791208791209,36.0,-2.7,238.79999999999998
8,2.2018,12.083516483516483,32.1,-3.4,183.2087912087912
8,2.2019,11.490109890109888,32.8,-3.7,223.31758241758243
8,2.2020,13.505494505494505,29.6,-4.0,201.78021978021977
8,2.2021,12.77032967032967,32.2,-3.8,217.87032967032968
8,2.2022,14.320879120879122,38.2,-4.4,216.48131868131867
8,2.2023,13.697802197802197,31.0,-3.4,206.40329670329672
8,3.2000,18.338461538461537,34.8,4.7,219.03846153846155
8,3.2001,18.141758241758243,38.4,0.8,226.76483516483515
8,3.2002,16.745054945054946,34.7,3.6,189.1098901098901
8,3.2003,20.312087912087915,40.0,5.7,229.7956043956044
8,3.2004,19.153846153846153,36.1,2.8,225.43626373626375
8,3.2005,18.73846153846154,36.8,0.5,234.2175824175824
8,3.2006,18.514285714285716,35.7,4.9,206.85238095238094
8,3.2007,16.54945054945055,36.7,1.6,224.8021978021978
8,3.2008,18.042696629213484,35.7,5.2,228.6438202247191
8,3.2009,18.715555555555557,37.8,3.8,240.15222222222224
8,3.2010,18.69010989010989,38.8,0.3,235.889010989011
8,3.2011,18.373626373626372,40.4,3.4,221.52527472527473
8,3.2012,19.073626373626375,41.0,2.6,244.59120879120877
8,3.2013,18.54175824175824,35.0,4.5,242.25054945054944
8,3.2014,17.81978021978022,34.3,4.8,219.68791208791208
8,3.2015,18.77912087912088,36.7,2.7,238.1978021978022
8,3.2016,19.184615384615384,37.3,6.1,233.46043956043957
8,3.2017,17.9010989010989,36.0,2.1,214.46263736263734
8,3.2018,19.357142857142858,34.1,6.8,233.94725274725275
8,3.2019,19.161538461538463,38.6,2.8,242.13736263736263
8,3.2020,19.434065934065934,39.6,4.2,245.1978021978022
