,date,tav,tmax,tmin,rad,station,season,year_season,year_season_ext
304,2005-01-01,9.6,15.0,6.5,101.9,274,1,1.2005,W.2005
305,2005-01-02,9.3,13.9,5.8,55.5,274,1,1.2005,W.2005
306,2005-01-03,6.9,11.1,-0.3,101.7,274,1,1.2005,W.2005
307,2005-01-04,0.2,5.7,-2.6,48.8,274,1,1.2005,W.2005
308,2005-01-05,1.0,6.9,-4.7,97.0,274,1,1.2005,W.2005
309,2005-01-06,6.6,14.8,-0.9,101.2,274,1,1.2005,W.2005
310,2005-01-07,0.3,1.9,-2.0,27.3,274,1,1.2005,W.2005
311,2005-01-08,1.2,3.6,-0.4,34.4,274,1,1.2005,W.2005
312,2005-01-09,-0.9,0.6,-1.8,16.9,274,1,1.2005,W.2005
313,2005-01-10,-1.7,-0.9,-2.7,17.3,274,1,1.2005,W.2005
314,2005-01-11,-2.0,-0.6,-3.5,28.5,274,1,1.2005,W.2005
315,2005-01-12,-0.1,3.7,-2.2,45.3,274,1,1.2005,W.2005
316,2005-01-13,2.4,5.4,-1.7,34.5,274,1,1.2005,W.2005
317,2005-01-14,1.3,2.5,-0.2,27.9,274,1,1.2005,W.2005
318,2005-01-15,1.7,2.9,0.4,28.2,274,1,1.2005,W.2005
319,2005-01-16,2.0,2.7,1.5,15.2,274,1,1.2005,W.2005
320,2005-01-17,0.9,1.7,-0.2,23.2,274,1,1.2005,W.2005
321,2005-01-18,3.8,11.9,-1.5,72.8,274,1,1.2005,W.2005
322,2005-01-19,9.4,13.6,4.9,82.8,274,1,1.2005,W.2005
323,2005-01-20,11.6,15.2,7.3,89.5,274,1,1.2005,W.2005
324,2005-01-21,8.8,12.5,5.3,115.1,274,1,1.2005,W.2005
325,2005-01-22,9.4,12.5,5.7,80.8,274,1,1.2005,W.2005
326,2005-01-23,8.4,12.3,2.7,111.1,274,1,1.2005,W.2005
327,2005-01-24,3.0,7.5,-0.7,73.0,274,1,1.2005,W.2005
328,2005-01-25,-0.2,3.7,-3.3,87.7,274,1,1.2005,W.2005
329,2005-01-26,-2.1,0.4,-3.8,113.0,274,1,1.2005,W.2005
330,2005-01-27,-0.9,1.8,-3.5,127.3,274,1,1.2005,W.2005
331,2005-01-28,2.6,7.1,-2.0,83.7,274,1,1.2005,W.2005
332,2005-01-29,4.8,8.3,1.0,128.4,274,1,1.2005,W.2005
333,2005-01-30,2.6,6.0,-0.2,133.7,274,1,1.2005,W.2005
334,2005-01-31,5.4,9.3,2.7,121.6,274,1,1.2005,W.2005
335,2005-02-01,7.1,10.1,4.0,93.4,274,1,1.2005,W.2005
336,2005-02-02,6.8,10.1,4.2,134.7,274,1,1.2005,W.2005
337,2005-02-03,6.6,11.2,3.2,138.2,274,1,1.2005,W.2005
338,2005-02-04,3.5,9.1,-2.0,133.7,274,1,1.2005,W.2005
339,2005-02-05,1.4,7.7,-5.0,88.3,274,1,1.2005,W.2005
340,2005-02-06,5.2,10.2,1.3,71.1,274,1,1.2005,W.2005
341,2005-02-07,6.1,11.3,2.8,85.9,274,1,1.2005,W.2005
342,2005-02-08,5.2,10.6,2.3,64.3,274,1,1.2005,W.2005
343,2005-02-09,4.4,11.5,-0.8,110.4,274,1,1.2005,W.2005
344,2005-02-10,5.5,14.3,-3.4,148.2,274,1,1.2005,W.2005
345,2005-02-11,7.5,16.4,-2.0,145.6,274,1,1.2005,W.2005
346,2005-02-12,9.4,14.8,3.1,89.0,274,1,1.2005,W.2005
347,2005-02-13,10.4,13.9,4.5,82.9,274,1,1.2005,W.2005
348,2005-02-14,5.2,9.2,2.3,114.1,274,1,1.2005,W.2005
349,2005-02-15,3.4,6.5,0.6,89.2,274,1,1.2005,W.2005
350,2005-02-16,1.8,5.2,-0.9,75.1,274,1,1.2005,W.2005
351,2005-02-17,2.0,5.3,-0.2,162.5,274,1,1.2005,W.2005
352,2005-02-18,3.1,8.2,-2.8,150.4,274,1,1.2005,W.2005
353,2005-02-19,7.0,10.8,3.9,92.0,274,1,1.2005,W.2005
354,2005-02-20,5.0,8.6,0.6,74.4,274,1,1.2005,W.2005
355,2005-02-21,0.8,5.3,-3.4,170.3,274,1,1.2005,W.2005
356,2005-02-22,-1.8,0.5,-5.4,48.2,274,1,1.2005,W.2005
357,2005-02-23,-0.2,5.8,-6.5,158.5,274,1,1.2005,W.2005
358,2005-02-24,2.3,7.3,-2.3,141.2,274,1,1.2005,W.2005
359,2005-02-25,1.2,8.3,-5.9,178.5,274,1,1.2005,W.2005
360,2005-02-26,3.5,9.6,-1.2,137.9,274,1,1.2005,W.2005
361,2005-02-27,1.5,8.0,-5.0,163.0,274,1,1.2005,W.2005
362,2005-02-28,-2.5,0.4,-5.1,195.1,274,1,1.2005,W.2005
669,2006-01-01,6.4,10.0,2.7,76.1,274,1,1.2006,W.2006
670,2006-01-02,7.2,10.7,4.3,103.7,274,1,1.2006,W.2006
671,2006-01-03,5.8,9.2,3.8,60.4,274,1,1.2006,W.2006
672,2006-01-04,7.4,11.1,4.7,94.3,274,1,1.2006,W.2006
673,2006-01-05,6.0,9.6,1.4,42.3,274,1,1.2006,W.2006
674,2006-01-06,4.5,6.1,1.3,21.3,274,1,1.2006,W.2006
675,2006-01-07,5.9,6.7,4.8,10.7,274,1,1.2006,W.2006
676,2006-01-08,6.6,7.5,5.7,10.3,274,1,1.2006,W.2006
677,2006-01-09,5.6,7.1,3.4,13.3,274,1,1.2006,W.2006
678,2006-01-10,4.1,6.3,1.1,16.5,274,1,1.2006,W.2006
679,2006-01-11,4.8,10.9,-0.4,89.6,274,1,1.2006,W.2006
680,2006-01-12,1.2,5.2,-2.0,30.8,274,1,1.2006,W.2006
681,2006-01-13,2.6,4.1,1.3,25.6,274,1,1.2006,W.2006
682,2006-01-14,2.4,3.7,1.5,24.3,274,1,1.2006,W.2006
683,2006-01-15,3.2,6.3,1.3,47.2,274,1,1.2006,W.2006
684,2006-01-16,4.9,7.0,2.7,26.9,274,1,1.2006,W.2006
685,2006-01-17,6.2,10.5,2.7,74.0,274,1,1.2006,W.2006
686,2006-01-18,9.5,13.3,5.5,73.6,274,1,1.2006,W.2006
687,2006-01-19,9.7,14.1,3.7,118.7,274,1,1.2006,W.2006
688,2006-01-20,5.2,9.4,-0.2,38.2,274,1,1.2006,W.2006
689,2006-01-21,8.9,12.4,7.3,58.3,274,1,1.2006,W.2006
690,2006-01-22,6.8,11.8,-0.6,124.2,274,1,1.2006,W.2006
691,2006-01-23,1.8,8.3,-2.5,83.6,274,1,1.2006,W.2006
692,2006-01-24,2.6,7.1,-2.9,60.7,274,1,1.2006,W.2006
693,2006-01-25,2.4,8.3,-3.1,107.1,274,1,1.2006,W.2006
694,2006-01-26,1.9,8.3,-3.7,118.9,274,1,1.2006,W.2006
695,2006-01-27,0.6,4.1,-4.4,87.9,274,1,1.2006,W.2006
696,2006-01-28,-0.7,4.5,-4.2,106.0,274,1,1.2006,W.2006
697,2006-01-29,-0.5,5.4,-6.6,129.8,274,1,1.2006,W.2006
698,2006-01-30,2.5,8.2,-4.8,63.4,274,1,1.2006,W.2006
699,2006-01-31,7.9,12.8,2.2,91.2,274,1,1.2006,W.2006
700,2006-02-01,5.4,13.3,-0.7,133.5,274,1,1.2006,W.2006
701,2006-02-02,1.5,8.9,-3.6,127.1,274,1,1.2006,W.2006
702,2006-02-03,2.4,10.8,-1.9,82.3,274,1,1.2006,W.2006
703,2006-02-04,4.5,7.1,0.9,57.1,274,1,1.2006,W.2006
704,2006-02-05,4.1,9.1,0.7,137.5,274,1,1.2006,W.2006
705,2006-02-06,5.3,11.9,-1.6,143.5,274,1,1.2006,W.2006
706,2006-02-07,3.8,11.5,-4.0,145.7,274,1,1.2006,W.2006
707,2006-02-08,4.7,15.4,-3.4,150.5,274,1,1.2006,W.2006
708,2006-02-09,5.8,13.2,0.1,152.3,274,1,1.2006,W.2006
709,2006-02-10,5.2,12.1,-0.4,139.0,274,1,1.2006,W.2006
710,2006-02-11,5.0,12.3,-1.9,132.3,274,1,1.2006,W.2006
711,2006-02-12,5.3,13.0,-1.8,154.6,274,1,1.2006,W.2006
712,2006-02-13,8.2,19.2,-0.8,153.2,274,1,1.2006,W.2006
713,2006-02-14,5.8,13.0,-1.8,134.4,274,1,1.2006,W.2006
714,2006-02-15,6.1,13.2,-1.1,86.7,274,1,1.2006,W.2006
715,2006-02-16,13.5,18.4,7.2,151.9,274,1,1.2006,W.2006
716,2006-02-17,11.7,16.3,8.0,161.5,274,1,1.2006,W.2006
717,2006-02-18,11.9,15.2,7.6,116.6,274,1,1.2006,W.2006
718,2006-02-19,8.6,12.7,3.6,127.8,274,1,1.2006,W.2006
719,2006-02-20,6.7,11.6,1.1,127.3,274,1,1.2006,W.2006
720,2006-02-21,4.7,8.9,0.4,67.0,274,1,1.2006,W.2006
721,2006-02-22,5.1,8.9,1.3,140.4,274,1,1.2006,W.2006
722,2006-02-23,5.3,8.7,2.5,96.4,274,1,1.2006,W.2006
723,2006-02-24,5.8,10.3,1.6,163.1,274,1,1.2006,W.2006
724,2006-02-25,4.5,8.8,0.6,53.8,274,1,1.2006,W.2006
725,2006-02-26,3.8,5.5,2.3,11.4,274,1,1.2006,W.2006
726,2006-02-27,4.4,7.5,0.3,161.9,274,1,1.2006,W.2006
727,2006-02-28,3.0,6.4,-0.1,124.5,274,1,1.2006,W.2006
1033,2007-01-01,7.4,14.0,2.1,69.8,274,1,1.2007,W.2007
1034,2007-01-02,8.7,12.2,5.3,94.9,274,1,1.2007,W.2007
1035,2007-01-03,5.5,11.8,0.1,84.7,274,1,1.2007,W.2007
1036,2007-01-04,6.3,14.0,-0.4,92.4,274,1,1.2007,W.2007
1037,2007-01-05,9.0,15.0,2.2,96.5,274,1,1.2007,W.2007
1038,2007-01-06,8.3,14.6,2.6,94.0,274,1,1.2007,W.2007
1039,2007-01-07,4.9,11.4,0.7,87.4,274,1,1.2007,W.2007
1040,2007-01-08,4.6,9.4,0.2,37.2,274,1,1.2007,W.2007
1041,2007-01-09,5.8,12.8,0.7,96.9,274,1,1.2007,W.2007
1042,2007-01-10,4.5,11.5,-0.6,66.5,274,1,1.2007,W.2007
1043,2007-01-11,6.2,14.2,-0.2,101.9,274,1,1.2007,W.2007
1044,2007-01-12,9.9,17.8,2.3,103.6,274,1,1.2007,W.2007
1045,2007-01-13,3.0,7.4,0.4,40.0,274,1,1.2007,W.2007
1046,2007-01-14,7.7,12.8,3.4,71.2,274,1,1.2007,W.2007
1047,2007-01-15,4.7,6.1,2.5,15.1,274,1,1.2007,W.2007
1048,2007-01-16,6.5,10.4,2.5,56.2,274,1,1.2007,W.2007
1049,2007-01-17,3.1,5.3,-0.2,31.6,274,1,1.2007,W.2007
1050,2007-01-18,7.1,15.6,1.7,76.2,274,1,1.2007,W.2007
1051,2007-01-19,9.5,17.5,2.7,106.3,274,1,1.2007,W.2007
1052,2007-01-20,8.1,17.2,0.7,106.9,274,1,1.2007,W.2007
1053,2007-01-21,6.4,12.5,1.9,68.0,274,1,1.2007,W.2007
1054,2007-01-22,5.8,7.4,4.0,17.5,274,1,1.2007,W.2007
1055,2007-01-23,4.7,8.3,1.2,90.1,274,1,1.2007,W.2007
1056,2007-01-24,3.2,6.1,0.7,62.6,274,1,1.2007,W.2007
1057,2007-01-25,1.6,4.9,-1.3,37.0,274,1,1.2007,W.2007
1058,2007-01-26,-0.1,3.5,-2.8,124.1,274,1,1.2007,W.2007
1059,2007-01-27,1.4,5.5,-1.6,128.6,274,1,1.2007,W.2007
1060,2007-01-28,-0.6,4.5,-5.7,83.8,274,1,1.2007,W.2007
1061,2007-01-29,0.7,7.0,-5.4,95.5,274,1,1.2007,W.2007
1062,2007-01-30,3.5,5.0,1.9,26.4,274,1,1.2007,W.2007
1063,2007-01-31,5.5,7.7,3.4,28.6,274,1,1.2007,W.2007
1064,2007-02-01,5.2,8.7,-0.1,88.0,274,1,1.2007,W.2007
1065,2007-02-02,1.9,7.3,-1.4,110.9,274,1,1.2007,W.2007
1066,2007-02-03,3.2,8.3,-1.9,79.6,274,1,1.2007,W.2007
1067,2007-02-04,4.9,9.6,-0.8,66.6,274,1,1.2007,W.2007
1068,2007-02-05,6.5,8.6,4.7,32.7,274,1,1.2007,W.2007
1069,2007-02-06,7.2,11.9,4.3,50.9,274,1,1.2007,W.2007
1070,2007-02-07,10.4,15.2,4.4,124.5,274,1,1.2007,W.2007
1071,2007-02-08,8.2,11.4,4.3,27.1,274,1,1.2007,W.2007
1072,2007-02-09,8.7,13.3,4.4,142.8,274,1,1.2007,W.2007
1073,2007-02-10,11.6,15.9,5.7,129.1,274,1,1.2007,W.2007
1074,2007-02-11,13.4,18.9,5.7,97.9,274,1,1.2007,W.2007
1075,2007-02-12,11.7,16.2,3.9,90.2,274,1,1.2007,W.2007
1076,2007-02-13,8.2,14.6,1.4,132.6,274,1,1.2007,W.2007
1077,2007-02-14,10.3,19.1,3.0,79.1,274,1,1.2007,W.2007
1078,2007-02-15,7.2,15.0,-1.8,145.8,274,1,1.2007,W.2007
1079,2007-02-16,11.1,18.2,5.0,134.0,274,1,1.2007,W.2007
1080,2007-02-17,10.5,14.6,7.1,149.2,274,1,1.2007,W.2007
1081,2007-02-18,8.9,10.9,6.5,52.0,274,1,1.2007,W.2007
1082,2007-02-19,9.7,14.2,5.2,155.2,274,1,1.2007,W.2007
1083,2007-02-20,8.6,11.5,6.1,61.8,274,1,1.2007,W.2007
1084,2007-02-21,7.9,12.4,2.7,82.6,274,1,1.2007,W.2007
1085,2007-02-22,9.7,15.2,2.9,143.2,274,1,1.2007,W.2007
1086,2007-02-23,10.8,16.5,5.2,98.7,274,1,1.2007,W.2007
1087,2007-02-24,10.3,15.4,3.2,105.2,274,1,1.2007,W.2007
1088,2007-02-25,9.9,13.2,3.5,63.8,274,1,1.2007,W.2007
1089,2007-02-26,8.4,12.4,2.8,119.7,274,1,1.2007,W.2007
1090,2007-02-27,12.6,19.0,8.0,169.6,274,1,1.2007,W.2007
1091,2007-02-28,12.1,17.4,7.3,138.8,274,1,1.2007,W.2007
1394,2008-01-01,-1.8,5.3,-6.3,98.4,274,1,1.2008,W.2008
1395,2008-01-02,-1.1,1.1,-3.8,27.7,274,1,1.2008,W.2008
1396,2008-01-03,2.1,7.4,-0.5,22.7,274,1,1.2008,W.2008
1397,2008-01-04,4.1,11.1,-2.8,99.1,274,1,1.2008,W.2008
1398,2008-01-05,6.2,10.6,3.2,52.0,274,1,1.2008,W.2008
1399,2008-01-06,8.6,17.0,1.9,102.0,274,1,1.2008,W.2008
1400,2008-01-07,10.0,15.0,5.7,78.1,274,1,1.2008,W.2008
1401,2008-01-08,8.4,11.1,3.3,65.2,274,1,1.2008,W.2008
1402,2008-01-09,8.4,10.2,6.7,20.0,274,1,1.2008,W.2008
1403,2008-01-10,8.8,12.1,6.9,73.6,274,1,1.2008,W.2008
1404,2008-01-11,7.5,14.9,1.6,33.5,274,1,1.2008,W.2008
1405,2008-01-12,4.7,10.8,-0.4,90.3,274,1,1.2008,W.2008
1406,2008-01-13,3.7,9.6,-2.3,79.7,274,1,1.2008,W.2008
1407,2008-01-14,6.8,12.6,4.2,79.7,274,1,1.2008,W.2008
1408,2008-01-15,9.1,13.2,3.8,39.1,274,1,1.2008,W.2008
1409,2008-01-16,8.1,12.0,1.6,85.0,274,1,1.2008,W.2008
1410,2008-01-17,7.5,13.5,1.1,81.7,274,1,1.2008,W.2008
1411,2008-01-18,11.0,15.4,6.3,47.0,274,1,1.2008,W.2008
1412,2008-01-19,10.3,15.8,2.7,114.4,274,1,1.2008,W.2008
1413,2008-01-20,3.8,10.8,-0.1,109.2,274,1,1.2008,W.2008
1414,2008-01-21,4.5,13.3,-1.6,105.4,274,1,1.2008,W.2008
1415,2008-01-22,9.3,15.2,2.9,107.3,274,1,1.2008,W.2008
1416,2008-01-23,10.4,15.8,2.8,113.7,274,1,1.2008,W.2008
1417,2008-01-24,6.4,10.6,1.3,21.0,274,1,1.2008,W.2008
1418,2008-01-25,8.4,14.8,2.3,114.9,274,1,1.2008,W.2008
1419,2008-01-26,3.8,10.9,-1.0,111.9,274,1,1.2008,W.2008
1420,2008-01-27,4.0,11.9,-2.2,120.5,274,1,1.2008,W.2008
1421,2008-01-28,4.9,15.9,-2.9,130.2,274,1,1.2008,W.2008
1422,2008-01-29,3.7,12.3,-2.8,124.7,274,1,1.2008,W.2008
1423,2008-01-30,5.1,11.2,-2.2,96.6,274,1,1.2008,W.2008
1424,2008-01-31,5.2,10.3,0.9,129.6,274,1,1.2008,W.2008
1425,2008-02-01,4.3,7.9,-0.3,52.6,274,1,1.2008,W.2008
1426,2008-02-02,5.1,10.1,-2.9,114.1,274,1,1.2008,W.2008
1427,2008-02-03,5.3,12.4,-3.2,69.6,274,1,1.2008,W.2008
1428,2008-02-04,8.2,13.0,3.1,113.2,274,1,1.2008,W.2008
1429,2008-02-05,6.7,14.3,-1.8,141.2,274,1,1.2008,W.2008
1430,2008-02-06,8.8,18.0,-0.2,139.1,274,1,1.2008,W.2008
1431,2008-02-07,7.2,15.6,-0.9,144.4,274,1,1.2008,W.2008
1432,2008-02-08,6.1,15.6,-1.2,142.5,274,1,1.2008,W.2008
1433,2008-02-09,4.7,12.7,-2.4,114.0,274,1,1.2008,W.2008
1434,2008-02-10,3.6,11.0,-1.5,69.2,274,1,1.2008,W.2008
1435,2008-02-11,3.1,10.4,-3.2,90.6,274,1,1.2008,W.2008
1436,2008-02-12,5.8,12.0,-1.4,125.2,274,1,1.2008,W.2008
1437,2008-02-13,4.6,10.4,-3.3,80.9,274,1,1.2008,W.2008
1438,2008-02-14,7.8,11.0,5.3,56.1,274,1,1.2008,W.2008
1439,2008-02-15,8.3,14.2,2.6,143.9,274,1,1.2008,W.2008
1440,2008-02-16,6.9,14.4,-0.4,151.3,274,1,1.2008,W.2008
1441,2008-02-17,8.1,11.5,4.7,93.9,274,1,1.2008,W.2008
1442,2008-02-18,6.9,8.0,5.4,14.3,274,1,1.2008,W.2008
1443,2008-02-19,8.5,10.6,7.0,21.1,274,1,1.2008,W.2008
1444,2008-02-20,9.9,13.0,8.2,56.4,274,1,1.2008,W.2008
1445,2008-02-21,10.9,16.4,6.7,141.6,274,1,1.2008,W.2008
1446,2008-02-22,9.8,17.8,2.9,172.1,274,1,1.2008,W.2008
1447,2008-02-23,10.1,17.8,1.9,175.1,274,1,1.2008,W.2008
1448,2008-02-24,9.9,13.0,6.8,64.3,274,1,1.2008,W.2008
1449,2008-02-25,10.5,13.8,8.6,69.5,274,1,1.2008,W.2008
1450,2008-02-26,11.6,15.6,6.4,106.4,274,1,1.2008,W.2008
1451,2008-02-27,13.5,20.0,7.3,172.5,274,1,1.2008,W.2008
1452,2008-02-28,12.1,17.2,8.0,101.3,274,1,1.2008,W.2008
1760,2009-01-01,6.8,10.1,2.7,36.8,274,1,1.2009,W.2009
1761,2009-01-02,7.5,12.7,2.9,51.5,274,1,1.2009,W.2009
1762,2009-01-03,3.3,5.7,-0.2,26.1,274,1,1.2009,W.2009
1763,2009-01-04,3.4,8.1,-0.3,105.7,274,1,1.2009,W.2009
1764,2009-01-05,3.0,7.1,-0.5,89.7,274,1,1.2009,W.2009
1765,2009-01-06,2.0,4.2,-0.2,31.4,274,1,1.2009,W.2009
1766,2009-01-07,-0.1,2.3,-1.8,91.1,274,1,1.2009,W.2009
1767,2009-01-08,-0.9,0.5,-3.9,24.8,274,1,1.2009,W.2009
1768,2009-01-09,-0.6,2.3,-3.4,55.4,274,1,1.2009,W.2009
1769,2009-01-10,1.2,3.1,-0.2,18.9,274,1,1.2009,W.2009
1770,2009-01-11,1.0,2.2,-1.3,30.6,274,1,1.2009,W.2009
1771,2009-01-12,-1.2,-0.1,-2.5,35.1,274,1,1.2009,W.2009
1772,2009-01-13,0.8,6.3,-1.5,28.0,274,1,1.2009,W.2009
1773,2009-01-14,4.4,9.4,-2.5,111.8,274,1,1.2009,W.2009
1774,2009-01-15,0.3,6.1,-4.0,88.9,274,1,1.2009,W.2009
1775,2009-01-16,0.5,7.3,-3.2,106.7,274,1,1.2009,W.2009
1776,2009-01-17,2.2,10.0,-2.9,103.4,274,1,1.2009,W.2009
1777,2009-01-18,3.8,11.8,-2.1,79.4,274,1,1.2009,W.2009
1778,2009-01-19,10.6,17.6,2.3,89.8,274,1,1.2009,W.2009
1779,2009-01-20,2.9,8.0,-2.2,98.0,274,1,1.2009,W.2009
1780,2009-01-21,1.9,8.1,-3.3,109.1,274,1,1.2009,W.2009
1781,2009-01-22,5.4,7.8,2.2,40.1,274,1,1.2009,W.2009
1782,2009-01-23,12.9,18.6,4.1,54.8,274,1,1.2009,W.2009
1783,2009-01-24,9.3,14.4,1.4,104.8,274,1,1.2009,W.2009
1784,2009-01-25,6.9,12.0,0.9,71.4,274,1,1.2009,W.2009
1785,2009-01-26,4.2,9.2,-1.3,65.8,274,1,1.2009,W.2009
1786,2009-01-27,5.5,6.8,3.7,36.4,274,1,1.2009,W.2009
1787,2009-01-28,8.4,14.4,2.3,80.1,274,1,1.2009,W.2009
1788,2009-01-29,9.9,15.8,7.0,98.8,274,1,1.2009,W.2009
1789,2009-01-30,8.9,15.6,3.3,92.3,274,1,1.2009,W.2009
1790,2009-01-31,9.2,11.3,7.3,49.4,274,1,1.2009,W.2009
1791,2009-02-01,5.3,7.3,2.4,33.2,274,1,1.2009,W.2009
1792,2009-02-02,5.1,6.5,3.7,29.7,274,1,1.2009,W.2009
1793,2009-02-03,5.7,9.4,2.7,104.8,274,1,1.2009,W.2009
1794,2009-02-04,8.7,15.1,3.1,123.5,274,1,1.2009,W.2009
1795,2009-02-05,6.2,10.8,2.7,80.6,274,1,1.2009,W.2009
1796,2009-02-06,3.5,6.2,1.2,37.6,274,1,1.2009,W.2009
1797,2009-02-07,4.1,7.3,2.4,96.6,274,1,1.2009,W.2009
1798,2009-02-08,5.7,9.2,2.1,93.5,274,1,1.2009,W.2009
1799,2009-02-09,9.9,14.8,1.5,114.8,274,1,1.2009,W.2009
1800,2009-02-10,8.8,12.8,4.9,121.9,274,1,1.2009,W.2009
1801,2009-02-11,10.0,14.5,5.4,158.5,274,1,1.2009,W.2009
1802,2009-02-12,9.1,12.1,4.5,107.2,274,1,1.2009,W.2009
1803,2009-02-13,7.1,12.0,2.2,170.0,274,1,1.2009,W.2009
1804,2009-02-14,8.2,13.4,2.9,171.5,274,1,1.2009,W.2009
1805,2009-02-15,3.8,10.7,-1.9,133.8,274,1,1.2009,W.2009
1806,2009-02-16,4.3,11.6,-2.2,156.9,274,1,1.2009,W.2009
1807,2009-02-17,5.8,13.5,-2.6,163.1,274,1,1.2009,W.2009
1808,2009-02-18,7.4,12.8,4.3,172.7,274,1,1.2009,W.2009
1809,2009-02-19,7.0,13.8,0.6,177.1,274,1,1.2009,W.2009
1810,2009-02-20,4.3,11.0,-1.8,135.2,274,1,1.2009,W.2009
1811,2009-02-21,7.0,13.2,0.7,146.4,274,1,1.2009,W.2009
1812,2009-02-22,8.3,12.4,4.9,127.4,274,1,1.2009,W.2009
1813,2009-02-23,8.3,12.4,5.3,184.3,274,1,1.2009,W.2009
1814,2009-02-24,8.6,14.0,3.1,183.1,274,1,1.2009,W.2009
1815,2009-02-25,5.7,13.5,-1.4,186.1,274,1,1.2009,W.2009
1816,2009-02-26,4.3,10.2,-0.2,66.6,274,1,1.2009,W.2009
1817,2009-02-27,5.4,16.0,-3.6,186.7,274,1,1.2009,W.2009
1818,2009-02-28,6.5,12.5,-0.2,109.1,274,1,1.2009,W.2009
2122,2010-01-01,6.9,10.6,2.8,78.9,274,1,1.2010,W.2010
2123,2010-01-02,5.3,9.0,0.8,67.1,274,1,1.2010,W.2010
2124,2010-01-03,5.0,7.1,2.1,21.3,274,1,1.2010,W.2010
2125,2010-01-04,5.3,7.4,2.7,24.6,274,1,1.2010,W.2010
2126,2010-01-05,6.2,9.0,4.0,25.8,274,1,1.2010,W.2010
2127,2010-01-06,3.7,8.3,0.6,82.5,274,1,1.2010,W.2010
2128,2010-01-07,2.3,4.4,0.6,26.0,274,1,1.2010,W.2010
2129,2010-01-08,1.0,3.3,-1.1,100.5,274,1,1.2010,W.2010
2130,2010-01-09,0.0,2.3,-1.8,108.2,274,1,1.2010,W.2010
2131,2010-01-10,0.3,4.3,-3.4,96.6,274,1,1.2010,W.2010
2132,2010-01-11,1.1,5.7,-2.5,105.4,274,1,1.2010,W.2010
2133,2010-01-12,0.2,2.5,-3.1,9.7,274,1,1.2010,W.2010
2134,2010-01-13,4.2,10.4,-1.4,48.7,274,1,1.2010,W.2010
2135,2010-01-14,8.0,11.3,5.4,27.9,274,1,1.2010,W.2010
2136,2010-01-15,7.0,12.1,2.5,105.4,274,1,1.2010,W.2010
2137,2010-01-16,7.6,11.0,3.8,45.2,274,1,1.2010,W.2010
2138,2010-01-17,9.4,13.1,6.9,57.3,274,1,1.2010,W.2010
2139,2010-01-18,8.8,11.8,6.0,31.0,274,1,1.2010,W.2010
2140,2010-01-19,9.9,13.0,7.5,55.9,274,1,1.2010,W.2010
2141,2010-01-20,8.6,12.9,4.0,95.5,274,1,1.2010,W.2010
2142,2010-01-21,6.8,11.2,2.5,76.5,274,1,1.2010,W.2010
2143,2010-01-22,5.8,12.9,-0.1,102.1,274,1,1.2010,W.2010
2144,2010-01-23,6.4,8.3,4.0,21.0,274,1,1.2010,W.2010
2145,2010-01-24,7.3,10.4,5.1,39.1,274,1,1.2010,W.2010
2146,2010-01-25,5.3,7.5,3.5,96.5,274,1,1.2010,W.2010
2147,2010-01-26,4.6,8.0,2.5,125.2,274,1,1.2010,W.2010
2148,2010-01-27,1.5,5.1,-1.3,128.2,274,1,1.2010,W.2010
2149,2010-01-28,4.5,8.1,-1.0,99.3,274,1,1.2010,W.2010
2150,2010-01-29,8.5,12.7,5.2,78.0,274,1,1.2010,W.2010
2151,2010-01-30,7.6,10.7,5.5,57.5,274,1,1.2010,W.2010
2152,2010-01-31,5.1,8.1,2.7,68.0,274,1,1.2010,W.2010
2153,2010-02-01,4.0,9.0,0.5,123.5,274,1,1.2010,W.2010
2154,2010-02-02,2.9,9.0,-1.6,138.0,274,1,1.2010,W.2010
2155,2010-02-03,2.7,9.5,-4.1,130.1,274,1,1.2010,W.2010
2156,2010-02-04,6.0,8.0,3.3,30.1,274,1,1.2010,W.2010
2157,2010-02-05,9.6,13.6,4.9,117.8,274,1,1.2010,W.2010
2158,2010-02-06,9.2,15.2,2.5,121.8,274,1,1.2010,W.2010
2159,2010-02-07,8.4,11.5,5.1,68.8,274,1,1.2010,W.2010
2160,2010-02-08,5.4,7.3,2.6,25.0,274,1,1.2010,W.2010
2161,2010-02-09,5.7,8.4,3.3,85.2,274,1,1.2010,W.2010
2162,2010-02-10,4.1,7.7,-0.1,130.7,274,1,1.2010,W.2010
2163,2010-02-11,0.1,2.8,-2.4,75.5,274,1,1.2010,W.2010
2164,2010-02-12,-0.3,3.6,-3.0,115.5,274,1,1.2010,W.2010
2165,2010-02-13,-0.2,2.7,-2.8,85.5,274,1,1.2010,W.2010
2166,2010-02-14,0.7,3.9,-0.6,54.3,274,1,1.2010,W.2010
2167,2010-02-15,0.8,3.5,-1.1,64.6,274,1,1.2010,W.2010
2168,2010-02-16,3.0,6.4,-0.0,24.4,274,1,1.2010,W.2010
2169,2010-02-17,6.8,9.5,4.4,34.7,274,1,1.2010,W.2010
2170,2010-02-18,7.8,12.2,3.1,129.6,274,1,1.2010,W.2010
2171,2010-02-19,6.4,9.7,0.7,121.6,274,1,1.2010,W.2010
2172,2010-02-20,4.6,11.2,-1.5,160.2,274,1,1.2010,W.2010
2173,2010-02-21,4.2,8.1,-0.8,70.0,274,1,1.2010,W.2010
